Sensor_ID,System_ID,Sensor_Type,Location,Reading,Unit,Status,Calibration_Date
SEN0325,SYS0006,Pressure,Phoenix Plant,33.8,L/min,Active,2025-08-01
SEN0326,SYS0082,Humidity,Phoenix Plant,76.0,L/min,Inactive,2026-05-01
SEN0327,SYS0278,Proximity,Austin Plant,0.03,PSI,Inactive,2026-05-24
SEN0328,SYS0274,Flow,Phoenix Plant,69.67,PSI,Active,2025-07-14
SEN0329,SYS0451,Flow,Austin Plant,98.5,L/min,Inactive,2026-07-12
SEN0330,SYS0078,Proximity,Chicago Plant,60.19,°C,Inactive,2025-12-14
SEN0331,SYS0012,Proximity,Dallas Plant,8.92,°C,Active,2026-01-08
SEN0332,SYS0425,Temperature,Phoenix Plant,89.61,PSI,Inactive,2026-03-16
SEN0333,SYS0339,Proximity,Austin Plant,99.86,PSI,Inactive,2025-11-17
SEN0334,SYS0056,Pressure,Austin Plant,47.51,L/min,Active,2025-09-06
SEN0335,SYS0175,Pressure,Austin Plant,4.38,%,Inactive,2025-09-15
SEN0336,SYS0285,Proximity,Dallas Plant,40.06,°C,Active,2025-09-23
SEN0337,SYS0185,Humidity,Houston Plant,49.56,%,Active,2026-01-07
SEN0338,SYS0316,Temperature,Chicago Plant,31.79,°C,Active,2025-08-16
SEN0339,SYS0357,Humidity,Houston Plant,2.83,L/min,Inactive,2026-05-08
SEN0340,SYS0433,Temperature,Chicago Plant,75.56,L/min,Active,2026-01-27
SEN0341,SYS0396,Proximity,Austin Plant,70.02,°C,Active,2026-05-26
SEN0342,SYS0444,Flow,Chicago Plant,83.33,PSI,Active,2025-12-06
SEN0343,SYS0140,Temperature,Chicago Plant,27.09,°C,Active,2026-01-01
SEN0344,SYS0430,Humidity,Phoenix Plant,18.47,L/min,Inactive,2026-02-03
SEN0345,SYS0485,Humidity,Phoenix Plant,42.22,PSI,Inactive,2026-03-09
SEN0346,SYS0357,Proximity,Phoenix Plant,44.03,L/min,Inactive,2025-12-23
SEN0347,SYS0353,Temperature,Houston Plant,34.03,%,Inactive,2025-07-24
SEN0348,SYS0412,Temperature,Dallas Plant,12.41,PSI,Active,2026-04-03
SEN0349,SYS0030,Flow,Houston Plant,24.64,L/min,Active,2025-11-15
SEN0350,SYS0180,Temperature,Dallas Plant,47.45,L/min,Active,2025-08-03
SEN0351,SYS0117,Proximity,Phoenix Plant,75.27,L/min,Active,2026-03-13
SEN0352,SYS0216,Humidity,Austin Plant,41.08,PSI,Active,2025-10-30
SEN0353,SYS0264,Proximity,Houston Plant,32.77,°C,Inactive,2025-07-24
SEN0354,SYS0249,Temperature,Dallas Plant,2.48,%,Active,2025-08-30
SEN0355,SYS0153,Proximity,Phoenix Plant,25.02,°C,Inactive,2026-05-29
SEN0356,SYS0472,Flow,Chicago Plant,68.24,%,Inactive,2026-05-12
SEN0357,SYS0221,Flow,Chicago Plant,5.0,L/min,Inactive,2026-05-30
SEN0358,SYS0083,Temperature,Houston Plant,31.47,%,Inactive,2025-11-28
SEN0359,SYS0388,Flow,Houston Plant,53.75,°C,Inactive,2026-03-24
SEN0360,SYS0401,Humidity,Houston Plant,96.48,PSI,Active,2026-02-28
SEN0361,SYS0218,Pressure,Austin Plant,85.7,%,Inactive,2025-07-27
SEN0362,SYS0410,Flow,Chicago Plant,78.33,PSI,Inactive,2026-07-02
SEN0363,SYS0173,Humidity,Dallas Plant,10.84,%,Inactive,2025-11-13
SEN0364,SYS0118,Temperature,Dallas Plant,69.48,L/min,Active,2025-12-04
SEN0365,SYS0439,Pressure,Dallas Plant,17.49,%,Active,2026-07-07
SEN0366,SYS0494,Flow,Chicago Plant,96.43,L/min,Inactive,2025-11-07
SEN0367,SYS0160,Flow,Austin Plant,76.38,°C,Inactive,2025-10-27
SEN0368,SYS0015,Temperature,Dallas Plant,17.69,°C,Active,2025-12-25
SEN0369,SYS0191,Proximity,Houston Plant,53.34,L/min,Active,2025-09-08
SEN0370,SYS0004,Proximity,Dallas Plant,10.83,L/min,Inactive,2026-02-23
SEN0371,SYS0365,Flow,Phoenix Plant,12.79,°C,Active,2026-06-15
SEN0372,SYS0296,Proximity,Houston Plant,44.41,°C,Inactive,2026-01-13
SEN0373,SYS0229,Pressure,Chicago Plant,79.25,PSI,Inactive,2025-08-01
SEN0374,SYS0039,Pressure,Dallas Plant,91.95,°C,Active,2026-04-18
SEN0375,SYS0271,Humidity,Austin Plant,73.54,L/min,Inactive,2026-04-04
SEN0376,SYS0117,Flow,Houston Plant,69.64,L/min,Active,2026-02-17
SEN0377,SYS0237,Proximity,Houston Plant,97.37,PSI,Inactive,2025-07-13
SEN0378,SYS0136,Proximity,Austin Plant,30.98,°C,Active,2025-09-14
SEN0379,SYS0258,Humidity,Houston Plant,36.2,%,Active,2025-07-18
SEN0380,SYS0017,Flow,Houston Plant,30.55,%,Inactive,2026-03-01
SEN0381,SYS0334,Flow,Houston Plant,73.98,PSI,Active,2026-05-05
SEN0382,SYS0058,Pressure,Austin Plant,15.42,L/min,Inactive,2025-12-30
SEN0383,SYS0395,Proximity,Phoenix Plant,76.53,L/min,Active,2026-01-21
SEN0384,SYS0231,Flow,Chicago Plant,76.42,PSI,Inactive,2025-09-23
SEN0385,SYS0331,Pressure,Chicago Plant,16.97,PSI,Inactive,2026-02-04
SEN0386,SYS0351,Pressure,Dallas Plant,89.77,%,Active,2025-09-02
SEN0387,SYS0336,Proximity,Dallas Plant,80.12,°C,Inactive,2025-12-01
SEN0388,SYS0493,Pressure,Dallas Plant,25.49,PSI,Active,2025-11-18
SEN0389,SYS0198,Proximity,Austin Plant,32.5,PSI,Inactive,2025-12-30
SEN0390,SYS0320,Pressure,Houston Plant,84.78,%,Active,2025-08-02
SEN0391,SYS0019,Temperature,Phoenix Plant,6.91,L/min,Inactive,2025-09-27
SEN0392,SYS0243,Proximity,Houston Plant,51.42,°C,Inactive,2025-12-19
SEN0393,SYS0177,Pressure,Houston Plant,25.41,%,Inactive,2025-11-08
SEN0394,SYS0135,Flow,Dallas Plant,82.59,PSI,Inactive,2025-11-02
SEN0395,SYS0353,Temperature,Chicago Plant,60.28,PSI,Inactive,2025-08-05
SEN0396,SYS0361,Proximity,Dallas Plant,1.56,%,Active,2025-08-21
SEN0397,SYS0330,Proximity,Dallas Plant,14.71,L/min,Inactive,2025-09-12
SEN0398,SYS0448,Proximity,Chicago Plant,80.39,L/min,Active,2026-04-14
SEN0399,SYS0454,Proximity,Dallas Plant,30.61,%,Inactive,2026-07-05
SEN0400,SYS0297,Pressure,Chicago Plant,10.47,L/min,Active,2026-03-21
SEN0401,SYS0130,Flow,Austin Plant,3.64,°C,Inactive,2025-11-08
SEN0402,SYS0364,Humidity,Austin Plant,26.78,PSI,Active,2026-04-15
SEN0403,SYS0304,Flow,Austin Plant,52.15,PSI,Active,2026-05-28
SEN0404,SYS0078,Temperature,Phoenix Plant,50.0,L/min,Active,2025-09-23
SEN0405,SYS0484,Proximity,Austin Plant,98.34,°C,Active,2025-09-01
SEN0406,SYS0086,Pressure,Dallas Plant,4.48,°C,Active,2025-11-16
SEN0407,SYS0095,Pressure,Austin Plant,88.9,°C,Active,2026-03-28
SEN0408,SYS0355,Proximity,Chicago Plant,46.13,L/min,Active,2025-10-27
SEN0409,SYS0024,Temperature,Phoenix Plant,84.13,L/min,Inactive,2026-02-25
SEN0410,SYS0063,Temperature,Phoenix Plant,8.36,%,Active,2025-12-07
SEN0411,SYS0191,Flow,Dallas Plant,28.88,PSI,Inactive,2026-02-07
SEN0412,SYS0476,Humidity,Austin Plant,64.12,°C,Active,2025-07-25
SEN0413,SYS0403,Flow,Houston Plant,42.11,PSI,Active,2026-03-25
SEN0414,SYS0162,Humidity,Chicago Plant,86.64,%,Active,2025-10-11
SEN0415,SYS0018,Temperature,Austin Plant,73.33,°C,Inactive,2025-10-24
SEN0416,SYS0428,Flow,Austin Plant,0.35,%,Inactive,2026-04-02
SEN0417,SYS0488,Proximity,Chicago Plant,43.75,°C,Inactive,2025-08-04
SEN0418,SYS0011,Temperature,Chicago Plant,43.29,L/min,Inactive,2026-02-28
SEN0419,SYS0138,Temperature,Dallas Plant,1.3,L/min,Inactive,2025-12-31
SEN0420,SYS0154,Temperature,Dallas Plant,70.41,PSI,Inactive,2026-02-14
SEN0421,SYS0001,Flow,Phoenix Plant,32.39,L/min,Inactive,2026-04-01
SEN0422,SYS0396,Proximity,Chicago Plant,4.2,°C,Inactive,2025-07-18
SEN0423,SYS0396,Proximity,Austin Plant,42.99,PSI,Inactive,2025-11-30
SEN0424,SYS0284,Pressure,Chicago Plant,53.43,L/min,Active,2025-10-12
SEN0425,SYS0199,Proximity,Chicago Plant,78.49,PSI,Inactive,2025-08-27
SEN0426,SYS0286,Proximity,Phoenix Plant,89.77,°C,Inactive,2025-09-10
SEN0427,SYS0271,Flow,Phoenix Plant,7.26,°C,Inactive,2026-03-20
SEN0428,SYS0412,Proximity,Chicago Plant,18.06,L/min,Active,2026-01-05
SEN0429,SYS0292,Flow,Chicago Plant,2.34,PSI,Active,2026-01-02
SEN0430,SYS0012,Temperature,Austin Plant,43.16,%,Inactive,2025-11-30
SEN0431,SYS0435,Proximity,Phoenix Plant,55.91,PSI,Inactive,2025-09-17
SEN0432,SYS0008,Humidity,Dallas Plant,55.33,°C,Inactive,2026-04-29
SEN0433,SYS0479,Pressure,Dallas Plant,78.4,%,Inactive,2026-03-10
SEN0434,SYS0262,Humidity,Dallas Plant,46.06,L/min,Inactive,2026-05-13
SEN0435,SYS0362,Temperature,Austin Plant,48.83,L/min,Active,2026-06-14
SEN0436,SYS0402,Temperature,Dallas Plant,54.18,PSI,Inactive,2025-09-09
SEN0437,SYS0048,Proximity,Phoenix Plant,40.28,PSI,Inactive,2026-06-11
SEN0438,SYS0137,Pressure,Austin Plant,14.09,L/min,Inactive,2026-07-04
SEN0439,SYS0263,Proximity,Dallas Plant,44.93,%,Inactive,2025-09-19
SEN0440,SYS0137,Pressure,Dallas Plant,82.33,%,Inactive,2025-11-17
SEN0441,SYS0191,Flow,Dallas Plant,31.9,PSI,Active,2025-08-13
SEN0442,SYS0433,Proximity,Austin Plant,12.63,%,Inactive,2026-04-20
SEN0443,SYS0426,Temperature,Phoenix Plant,1.81,°C,Active,2026-02-04
SEN0444,SYS0324,Flow,Austin Plant,92.53,%,Inactive,2025-09-25
SEN0445,SYS0141,Temperature,Chicago Plant,17.17,PSI,Inactive,2025-07-29
SEN0446,SYS0434,Flow,Austin Plant,50.31,%,Inactive,2026-03-13
SEN0447,SYS0003,Temperature,Dallas Plant,48.55,PSI,Active,2025-12-06
SEN0448,SYS0353,Humidity,Chicago Plant,24.04,PSI,Inactive,2025-09-27
SEN0449,SYS0038,Flow,Phoenix Plant,92.42,%,Active,2025-12-12
SEN0450,SYS0247,Temperature,Dallas Plant,78.63,°C,Active,2026-05-09
SEN0451,SYS0060,Proximity,Houston Plant,97.47,PSI,Inactive,2025-07-27
SEN0452,SYS0454,Temperature,Dallas Plant,31.5,L/min,Active,2026-03-08
SEN0453,SYS0383,Temperature,Houston Plant,22.74,L/min,Active,2026-03-12
SEN0454,SYS0421,Proximity,Austin Plant,19.96,°C,Inactive,2025-12-17
SEN0455,SYS0037,Flow,Phoenix Plant,31.39,°C,Active,2025-09-16
SEN0456,SYS0490,Flow,Houston Plant,90.61,°C,Inactive,2025-08-03
SEN0457,SYS0288,Humidity,Houston Plant,22.7,PSI,Inactive,2026-05-06
SEN0458,SYS0212,Proximity,Phoenix Plant,57.31,L/min,Inactive,2026-05-23
SEN0459,SYS0068,Proximity,Houston Plant,27.9,L/min,Active,2025-07-14
SEN0460,SYS0212,Temperature,Phoenix Plant,79.3,PSI,Inactive,2026-03-13
SEN0461,SYS0104,Humidity,Phoenix Plant,8.26,°C,Active,2025-08-13
SEN0462,SYS0133,Humidity,Dallas Plant,15.37,L/min,Active,2026-06-05
SEN0463,SYS0351,Pressure,Dallas Plant,46.83,%,Active,2025-10-03
SEN0464,SYS0498,Humidity,Chicago Plant,25.6,PSI,Inactive,2026-07-03
SEN0465,SYS0447,Pressure,Chicago Plant,52.99,L/min,Inactive,2026-05-03
SEN0466,SYS0280,Flow,Dallas Plant,74.53,L/min,Active,2025-12-01
SEN0467,SYS0302,Proximity,Austin Plant,98.97,%,Inactive,2026-05-31
SEN0468,SYS0477,Proximity,Phoenix Plant,19.52,%,Active,2026-06-04
SEN0469,SYS0163,Pressure,Chicago Plant,92.11,%,Inactive,2026-01-29
SEN0470,SYS0469,Pressure,Phoenix Plant,4.74,%,Active,2026-05-10
SEN0471,SYS0229,Flow,Houston Plant,70.47,L/min,Inactive,2025-09-12
SEN0472,SYS0230,Proximity,Houston Plant,35.24,%,Inactive,2026-02-13
SEN0473,SYS0082,Pressure,Phoenix Plant,18.28,°C,Active,2025-07-24
SEN0474,SYS0277,Humidity,Houston Plant,10.71,L/min,Inactive,2025-12-14
SEN0475,SYS0375,Temperature,Phoenix Plant,10.17,PSI,Active,2025-12-31
SEN0476,SYS0487,Temperature,Dallas Plant,46.27,L/min,Active,2026-07-02
SEN0477,SYS0308,Temperature,Austin Plant,32.85,%,Inactive,2025-12-18
SEN0478,SYS0350,Flow,Dallas Plant,68.67,PSI,Active,2026-01-31
SEN0479,SYS0325,Temperature,Chicago Plant,71.71,%,Active,2026-06-01
SEN0480,SYS0162,Humidity,Dallas Plant,68.26,°C,Active,2026-03-23
SEN0481,SYS0342,Pressure,Austin Plant,43.77,%,Inactive,2025-08-14
SEN0482,SYS0447,Temperature,Dallas Plant,15.79,L/min,Active,2025-09-12
SEN0483,SYS0041,Humidity,Dallas Plant,33.73,PSI,Inactive,2026-06-28
SEN0484,SYS0495,Proximity,Houston Plant,44.02,%,Active,2026-05-14
SEN0485,SYS0225,Humidity,Dallas Plant,95.59,L/min,Active,2026-05-05
SEN0486,SYS0392,Flow,Austin Plant,84.45,L/min,Active,2026-05-04
SEN0487,SYS0477,Humidity,Phoenix Plant,67.41,°C,Active,2025-09-07
SEN0488,SYS0342,Temperature,Dallas Plant,0.97,L/min,Inactive,2026-06-25
SEN0489,SYS0491,Proximity,Austin Plant,96.98,°C,Active,2026-04-06
SEN0490,SYS0354,Proximity,Dallas Plant,0.3,%,Active,2025-07-16
SEN0491,SYS0481,Temperature,Austin Plant,42.84,%,Active,2026-02-08
SEN0492,SYS0037,Proximity,Houston Plant,62.69,°C,Active,2026-01-21
SEN0493,SYS0335,Humidity,Phoenix Plant,61.66,PSI,Inactive,2025-12-08
SEN0494,SYS0178,Pressure,Houston Plant,68.6,%,Active,2026-02-02
SEN0495,SYS0024,Humidity,Chicago Plant,7.07,°C,Inactive,2026-03-24
SEN0496,SYS0494,Flow,Phoenix Plant,94.06,°C,Active,2025-11-10
SEN0497,SYS0204,Proximity,Chicago Plant,94.29,°C,Active,2026-06-16
SEN0498,SYS0280,Flow,Chicago Plant,47.75,°C,Active,2026-04-13
SEN0499,SYS0246,Proximity,Houston Plant,69.44,PSI,Active,2026-02-17
SEN0500,SYS0340,Pressure,Phoenix Plant,84.83,%,Inactive,2025-10-10
