PLC_ID,Manufacturer,Model,Firmware,IP_Address,CPU_Usage,Memory_Usage,Temperature,Voltage,Communication_Status
PLC294,Allen Bradley,NX1P2,V4.2,172.18.60.243,61,55,56.9,23.0,Disconnected
PLC295,Omron,ControlLogix,V3.1,192.168.33.243,44,62,55.8,23.69,Connected
PLC296,Siemens,ControlLogix,V1.2,192.168.168.19,78,17,28.4,22.57,Disconnected
PLC297,Siemens,NX1P2,V5.2,192.168.76.56,66,73,45.6,24.0,Connected
PLC298,Omron,S7-1500,V5.3,10.137.248.235,5,64,53.1,23.5,Connected
PLC299,Siemens,NX1P2,V2.8,10.25.104.141,33,32,28.0,23.68,Disconnected
PLC300,Siemens,NX1P2,V4.6,10.156.168.36,26,57,63.8,22.68,Connected
PLC301,Siemens,FX5U,V3.7,192.168.246.63,42,43,33.5,23.48,Disconnected
PLC302,Allen Bradley,FX5U,V5.0,10.96.70.164,64,89,58.9,22.11,Connected
PLC303,Omron,FX5U,V3.5,172.19.107.4,18,10,39.0,23.44,Disconnected
PLC304,Mitsubishi,S7-1500,V1.6,172.26.167.15,67,35,28.4,23.03,Connected
PLC305,Omron,S7-1500,V4.0,172.21.244.106,24,42,34.0,22.79,Disconnected
PLC306,Mitsubishi,NX1P2,V2.8,10.199.187.67,39,23,64.6,23.31,Disconnected
PLC307,Allen Bradley,ControlLogix,V3.6,10.133.25.26,5,55,60.3,23.42,Connected
PLC308,Allen Bradley,FX5U,V1.2,10.86.3.110,55,63,54.8,23.8,Connected
PLC309,Allen Bradley,NX1P2,V3.1,192.168.151.11,58,72,47.0,23.6,Connected
PLC310,Mitsubishi,NX1P2,V5.6,192.168.152.67,21,24,63.3,23.59,Connected
PLC311,Allen Bradley,FX5U,V5.0,172.18.182.67,92,40,27.1,23.66,Disconnected
PLC312,Siemens,NX1P2,V4.4,10.235.144.185,41,72,28.3,22.86,Connected
PLC313,Allen Bradley,ControlLogix,V3.1,10.140.48.198,38,41,51.7,22.86,Disconnected
PLC314,Siemens,ControlLogix,V2.9,172.24.135.238,85,29,34.2,22.26,Connected
PLC315,Mitsubishi,ControlLogix,V2.6,10.120.6.2,7,88,33.0,23.73,Disconnected
PLC316,Omron,FX5U,V2.3,10.234.50.51,48,64,44.2,23.02,Connected
PLC317,Mitsubishi,S7-1500,V3.5,192.168.176.219,40,54,53.5,22.49,Connected
PLC318,Allen Bradley,S7-1500,V1.0,192.168.193.108,89,51,33.5,22.94,Connected
PLC319,Omron,ControlLogix,V3.7,10.161.193.139,51,52,37.2,22.19,Connected
PLC320,Allen Bradley,FX5U,V3.5,192.168.30.232,80,77,49.2,22.48,Disconnected
PLC321,Allen Bradley,NX1P2,V1.1,10.214.98.208,21,90,54.7,22.24,Connected
PLC322,Allen Bradley,NX1P2,V1.1,192.168.21.4,74,89,38.7,23.45,Connected
PLC323,Allen Bradley,S7-1500,V2.3,172.28.140.205,58,80,53.5,23.78,Disconnected
PLC324,Mitsubishi,NX1P2,V1.6,192.168.205.95,13,71,41.8,23.86,Connected
PLC325,Allen Bradley,FX5U,V2.4,172.31.198.143,10,82,27.4,23.94,Connected
PLC326,Omron,NX1P2,V5.8,192.168.15.210,14,31,42.5,23.02,Disconnected
PLC327,Omron,FX5U,V2.2,192.168.109.148,5,30,47.9,23.18,Connected
PLC328,Omron,FX5U,V3.3,10.89.130.206,42,44,47.1,22.34,Connected
PLC329,Allen Bradley,FX5U,V1.2,10.4.162.2,40,27,35.8,23.58,Connected
PLC330,Allen Bradley,S7-1500,V1.5,192.168.107.86,85,87,63.9,22.65,Disconnected
PLC331,Allen Bradley,NX1P2,V5.4,192.168.148.23,46,17,50.0,22.02,Disconnected
PLC332,Allen Bradley,FX5U,V2.4,172.16.120.17,7,78,51.3,23.74,Connected
PLC333,Omron,FX5U,V5.8,10.211.88.161,31,66,33.8,22.54,Disconnected
PLC334,Allen Bradley,NX1P2,V2.6,172.30.148.111,52,28,61.1,22.19,Connected
PLC335,Omron,ControlLogix,V2.3,10.18.195.75,77,72,62.7,22.36,Disconnected
PLC336,Siemens,FX5U,V2.2,172.17.143.128,55,87,32.5,22.29,Disconnected
PLC337,Allen Bradley,NX1P2,V4.1,192.168.110.219,72,27,54.1,23.62,Connected
PLC338,Omron,NX1P2,V1.1,172.20.93.131,6,15,30.3,23.54,Disconnected
PLC339,Allen Bradley,S7-1500,V1.1,172.23.214.34,74,53,59.1,22.17,Connected
PLC340,Omron,NX1P2,V2.4,192.168.149.40,47,71,31.2,22.11,Disconnected
PLC341,Siemens,S7-1500,V1.1,192.168.76.202,74,47,29.1,23.77,Disconnected
PLC342,Allen Bradley,S7-1500,V2.0,10.147.77.18,34,64,40.4,22.71,Disconnected
PLC343,Allen Bradley,NX1P2,V1.7,10.103.196.207,26,24,34.0,23.91,Disconnected
PLC344,Mitsubishi,S7-1500,V5.5,192.168.218.238,20,56,61.9,23.84,Connected
PLC345,Allen Bradley,ControlLogix,V4.8,192.168.238.30,47,86,32.3,22.85,Disconnected
PLC346,Mitsubishi,FX5U,V1.4,192.168.245.117,68,57,62.3,23.62,Connected
PLC347,Siemens,ControlLogix,V2.5,10.164.60.3,23,59,42.9,23.59,Disconnected
PLC348,Siemens,S7-1500,V5.6,192.168.72.127,40,28,28.6,23.99,Connected
PLC349,Omron,FX5U,V3.7,192.168.100.28,59,71,52.7,22.83,Disconnected
PLC350,Allen Bradley,ControlLogix,V4.6,10.180.164.222,75,73,46.5,22.99,Connected
PLC351,Omron,S7-1500,V5.6,192.168.228.190,72,83,56.1,23.62,Connected
PLC352,Siemens,ControlLogix,V3.0,172.31.190.115,31,12,39.5,22.95,Connected
PLC353,Siemens,S7-1500,V3.5,10.166.205.108,22,47,43.4,23.67,Disconnected
PLC354,Allen Bradley,ControlLogix,V2.0,172.24.170.48,22,25,63.5,23.41,Disconnected
PLC355,Siemens,NX1P2,V3.0,172.26.139.19,94,23,51.5,22.15,Connected
PLC356,Siemens,ControlLogix,V3.2,192.168.192.187,15,41,28.1,23.14,Disconnected
PLC357,Allen Bradley,ControlLogix,V4.2,172.16.122.90,72,48,43.8,23.45,Disconnected
PLC358,Siemens,FX5U,V1.2,192.168.88.239,12,14,49.2,22.35,Connected
PLC359,Siemens,NX1P2,V4.7,10.159.114.102,75,43,61.8,23.0,Connected
PLC360,Omron,ControlLogix,V3.1,10.147.246.27,71,58,64.1,22.25,Connected
PLC361,Omron,S7-1500,V2.6,10.101.254.151,28,81,49.2,22.15,Disconnected
PLC362,Omron,FX5U,V4.6,172.23.93.211,26,16,57.1,23.29,Connected
PLC363,Mitsubishi,S7-1500,V1.1,172.25.75.207,51,87,56.2,22.67,Connected
PLC364,Mitsubishi,ControlLogix,V5.1,192.168.180.143,13,37,48.9,23.51,Disconnected
PLC365,Allen Bradley,ControlLogix,V1.3,172.25.151.170,39,20,64.1,23.13,Disconnected
PLC366,Siemens,S7-1500,V3.1,10.60.91.146,44,11,64.2,23.5,Disconnected
PLC367,Allen Bradley,FX5U,V4.5,10.142.192.65,21,22,38.3,23.79,Connected
PLC368,Allen Bradley,S7-1500,V5.6,172.28.204.205,66,85,59.8,22.07,Connected
PLC369,Allen Bradley,NX1P2,V1.1,10.111.173.201,34,37,57.3,23.31,Connected
PLC370,Mitsubishi,NX1P2,V2.5,172.16.79.202,42,56,49.9,23.88,Connected
PLC371,Omron,ControlLogix,V2.9,10.35.121.113,82,19,63.3,23.13,Disconnected
PLC372,Siemens,S7-1500,V2.4,10.201.187.197,75,21,45.0,22.91,Connected
PLC373,Mitsubishi,ControlLogix,V1.4,192.168.189.155,78,56,39.1,22.14,Disconnected
PLC374,Mitsubishi,NX1P2,V3.7,192.168.86.174,88,27,62.6,23.94,Disconnected
PLC375,Siemens,FX5U,V3.6,192.168.55.210,57,89,61.7,22.26,Disconnected
PLC376,Mitsubishi,FX5U,V1.6,10.78.220.23,69,67,35.5,23.75,Connected
PLC377,Siemens,ControlLogix,V5.0,172.21.13.140,24,23,36.6,22.32,Disconnected
PLC378,Siemens,ControlLogix,V4.7,192.168.232.171,90,21,39.0,22.94,Disconnected
PLC379,Siemens,S7-1500,V2.1,172.16.180.231,55,65,33.0,22.66,Disconnected
PLC380,Mitsubishi,NX1P2,V2.7,192.168.79.18,19,45,43.2,23.09,Disconnected
PLC381,Allen Bradley,ControlLogix,V3.9,172.23.211.21,9,86,56.0,22.12,Disconnected
PLC382,Omron,NX1P2,V2.0,10.49.94.205,32,12,63.1,23.37,Disconnected
PLC383,Mitsubishi,ControlLogix,V1.2,192.168.157.143,13,45,41.2,22.6,Disconnected
PLC384,Omron,ControlLogix,V3.2,172.24.3.174,11,21,60.8,22.86,Disconnected
PLC385,Allen Bradley,ControlLogix,V3.6,192.168.215.122,66,70,46.4,23.57,Disconnected
PLC386,Mitsubishi,NX1P2,V1.8,10.130.114.142,81,35,28.1,23.34,Connected
PLC387,Mitsubishi,FX5U,V1.2,192.168.207.149,63,28,45.0,22.63,Disconnected
PLC388,Mitsubishi,S7-1500,V4.2,172.22.6.10,86,67,50.6,23.16,Connected
PLC389,Allen Bradley,ControlLogix,V4.8,172.22.143.175,26,86,40.1,22.7,Connected
PLC390,Siemens,FX5U,V3.0,192.168.32.146,43,49,45.1,23.74,Disconnected
PLC391,Omron,NX1P2,V4.5,192.168.238.156,50,79,42.0,23.95,Disconnected
PLC392,Siemens,ControlLogix,V4.6,192.168.191.147,52,32,47.1,22.33,Disconnected
PLC393,Omron,FX5U,V4.4,172.29.20.209,94,89,62.5,23.81,Connected
PLC394,Siemens,S7-1500,V1.0,192.168.137.177,83,62,29.1,23.5,Connected
PLC395,Omron,S7-1500,V3.6,192.168.73.190,32,38,56.1,23.1,Connected
PLC396,Allen Bradley,NX1P2,V1.5,192.168.44.36,64,62,61.3,23.29,Disconnected
PLC397,Siemens,FX5U,V2.8,10.84.21.39,41,44,60.2,22.53,Disconnected
PLC398,Allen Bradley,S7-1500,V4.0,10.208.82.207,6,13,31.1,22.75,Disconnected
PLC399,Mitsubishi,ControlLogix,V5.6,10.153.8.241,35,81,63.9,22.39,Disconnected
PLC400,Siemens,NX1P2,V2.6,192.168.4.254,27,61,61.2,23.03,Disconnected
PLC401,Allen Bradley,S7-1500,V2.8,10.46.73.105,20,90,48.1,22.78,Disconnected
PLC402,Allen Bradley,FX5U,V2.1,172.18.197.37,16,13,42.5,23.26,Connected
PLC403,Siemens,S7-1500,V5.6,192.168.186.14,8,26,64.3,23.27,Disconnected
PLC404,Allen Bradley,ControlLogix,V2.4,192.168.20.143,29,78,58.6,23.45,Disconnected
PLC405,Mitsubishi,S7-1500,V3.1,172.26.4.40,23,90,25.9,23.97,Connected
PLC406,Siemens,NX1P2,V5.1,10.173.230.217,18,28,36.3,23.79,Connected
PLC407,Siemens,NX1P2,V3.3,192.168.113.22,55,22,44.6,22.04,Connected
PLC408,Omron,S7-1500,V2.6,192.168.176.159,53,50,50.3,22.9,Connected
PLC409,Allen Bradley,FX5U,V1.2,10.187.252.179,89,82,50.2,23.71,Connected
PLC410,Mitsubishi,FX5U,V4.9,10.188.81.244,81,79,25.2,23.04,Disconnected
PLC411,Siemens,ControlLogix,V5.0,192.168.0.151,73,12,45.7,23.52,Connected
PLC412,Mitsubishi,S7-1500,V2.0,10.225.240.90,46,27,33.8,23.46,Connected
PLC413,Mitsubishi,FX5U,V4.3,10.176.196.183,16,54,53.3,23.3,Disconnected
PLC414,Omron,NX1P2,V5.6,172.30.207.66,29,42,31.9,23.37,Disconnected
PLC415,Omron,S7-1500,V5.9,192.168.1.187,44,31,56.8,23.91,Disconnected
PLC416,Omron,NX1P2,V4.9,192.168.34.138,39,50,49.9,23.21,Disconnected
PLC417,Allen Bradley,FX5U,V3.1,192.168.83.0,62,31,60.6,23.92,Disconnected
PLC418,Omron,FX5U,V5.8,10.167.18.217,50,60,26.2,22.36,Disconnected
PLC419,Omron,ControlLogix,V3.3,172.17.225.125,14,37,51.3,22.74,Disconnected
PLC420,Siemens,S7-1500,V3.0,192.168.90.237,47,37,43.6,23.59,Connected
PLC421,Siemens,NX1P2,V3.9,10.62.7.114,32,77,33.7,23.12,Connected
PLC422,Omron,NX1P2,V3.5,172.17.238.166,30,35,27.0,22.99,Connected
PLC423,Mitsubishi,NX1P2,V1.1,10.160.155.209,62,31,49.1,23.18,Connected
PLC424,Siemens,FX5U,V1.9,172.27.250.93,5,69,36.4,23.68,Disconnected
PLC425,Siemens,S7-1500,V3.0,192.168.148.39,13,70,28.8,23.61,Disconnected
PLC426,Mitsubishi,FX5U,V3.6,192.168.113.42,15,81,56.0,22.99,Connected
PLC427,Omron,FX5U,V4.7,10.51.146.34,87,25,58.7,23.88,Connected
PLC428,Siemens,ControlLogix,V1.0,192.168.1.141,22,23,64.7,23.72,Disconnected
PLC429,Allen Bradley,ControlLogix,V1.3,192.168.103.254,52,78,64.6,23.87,Connected
PLC430,Mitsubishi,S7-1500,V1.0,10.108.214.136,43,19,35.5,23.38,Disconnected
PLC431,Mitsubishi,ControlLogix,V2.9,172.23.130.50,63,25,30.1,23.72,Disconnected
PLC432,Omron,S7-1500,V5.8,172.27.119.204,35,83,44.1,22.98,Disconnected
PLC433,Mitsubishi,NX1P2,V2.1,192.168.147.138,38,47,53.5,22.71,Connected
PLC434,Allen Bradley,S7-1500,V1.7,10.162.55.248,12,37,25.5,22.43,Disconnected
PLC435,Allen Bradley,NX1P2,V1.5,192.168.254.173,31,85,55.5,23.03,Disconnected
PLC436,Mitsubishi,NX1P2,V2.8,192.168.2.138,18,26,33.8,22.73,Disconnected
PLC437,Allen Bradley,NX1P2,V2.1,10.77.108.161,40,64,31.6,22.61,Connected
PLC438,Allen Bradley,NX1P2,V1.1,192.168.213.213,35,12,60.8,22.37,Connected
PLC439,Omron,NX1P2,V3.4,10.191.160.54,20,80,28.4,22.86,Connected
PLC440,Omron,NX1P2,V5.5,10.53.133.142,11,66,35.9,22.2,Disconnected
PLC441,Omron,ControlLogix,V3.3,172.19.101.97,56,32,48.8,23.06,Disconnected
PLC442,Omron,S7-1500,V1.3,10.71.20.170,19,38,29.6,23.79,Disconnected
PLC443,Allen Bradley,S7-1500,V5.1,172.18.141.78,40,38,60.3,23.4,Disconnected
PLC444,Omron,NX1P2,V1.3,10.24.24.121,93,44,44.8,22.34,Connected
PLC445,Mitsubishi,FX5U,V5.4,192.168.174.180,5,22,32.4,23.82,Disconnected
PLC446,Mitsubishi,ControlLogix,V2.5,10.150.172.203,92,18,31.7,22.66,Disconnected
PLC447,Allen Bradley,S7-1500,V4.6,10.249.237.160,47,12,32.1,22.53,Connected
PLC448,Allen Bradley,S7-1500,V5.5,192.168.252.17,65,84,25.0,23.75,Disconnected
PLC449,Siemens,S7-1500,V1.9,10.223.12.223,92,47,58.4,23.05,Connected
PLC450,Allen Bradley,S7-1500,V1.4,10.184.86.191,47,67,44.6,22.7,Disconnected
PLC451,Omron,FX5U,V3.7,10.120.204.38,6,55,37.0,22.67,Disconnected
PLC452,Siemens,FX5U,V5.0,192.168.98.188,23,62,59.3,23.32,Connected
PLC453,Mitsubishi,NX1P2,V1.3,192.168.159.65,78,65,39.4,23.49,Connected
PLC454,Omron,S7-1500,V3.8,192.168.168.197,62,77,32.0,23.82,Disconnected
PLC455,Mitsubishi,NX1P2,V5.6,192.168.224.230,40,49,32.6,23.16,Disconnected
PLC456,Siemens,NX1P2,V4.9,172.25.123.40,49,46,29.4,22.02,Connected
PLC457,Omron,ControlLogix,V5.4,192.168.34.15,84,81,51.6,22.61,Disconnected
PLC458,Siemens,FX5U,V1.7,192.168.171.111,10,37,36.3,23.19,Connected
PLC459,Omron,FX5U,V1.6,192.168.255.89,50,10,27.0,22.28,Disconnected
PLC460,Allen Bradley,S7-1500,V3.2,192.168.123.173,30,65,48.4,22.16,Connected
PLC461,Siemens,NX1P2,V3.3,10.132.125.201,91,59,41.9,23.93,Connected
PLC462,Mitsubishi,FX5U,V5.4,10.145.101.60,27,82,42.4,23.75,Connected
PLC463,Allen Bradley,FX5U,V2.6,172.27.132.59,75,35,37.0,22.17,Disconnected
PLC464,Allen Bradley,NX1P2,V4.1,10.234.25.189,22,77,42.7,22.63,Disconnected
PLC465,Omron,FX5U,V4.7,192.168.45.39,58,62,43.5,23.83,Connected
PLC466,Omron,S7-1500,V2.9,192.168.88.94,43,41,48.2,22.75,Disconnected
PLC467,Siemens,NX1P2,V2.6,10.216.1.205,90,10,43.5,23.53,Disconnected
PLC468,Siemens,S7-1500,V1.4,172.16.176.99,88,23,38.3,22.19,Disconnected
PLC469,Omron,FX5U,V1.1,10.14.80.172,79,75,54.6,22.11,Connected
PLC470,Allen Bradley,NX1P2,V2.3,192.168.5.253,91,29,37.0,22.62,Connected
PLC471,Omron,ControlLogix,V1.1,10.225.17.40,5,29,49.2,22.24,Connected
PLC472,Allen Bradley,ControlLogix,V1.7,172.25.139.250,8,74,42.8,22.11,Connected
PLC473,Mitsubishi,NX1P2,V4.2,172.17.116.167,35,79,35.4,23.23,Disconnected
PLC474,Siemens,NX1P2,V2.0,192.168.187.25,28,28,57.7,23.31,Connected
PLC475,Allen Bradley,NX1P2,V4.4,172.23.96.47,42,22,63.4,22.99,Disconnected
PLC476,Omron,NX1P2,V1.7,192.168.3.153,58,64,30.9,22.57,Connected
PLC477,Omron,S7-1500,V5.4,10.87.65.191,9,89,42.8,23.82,Disconnected
PLC478,Allen Bradley,NX1P2,V4.4,192.168.139.37,6,30,39.3,23.71,Connected
PLC479,Mitsubishi,NX1P2,V5.1,172.28.248.29,27,29,39.1,23.44,Disconnected
PLC480,Omron,ControlLogix,V3.4,172.24.11.60,55,18,61.6,23.29,Disconnected
PLC481,Omron,ControlLogix,V5.8,10.97.80.56,89,77,35.4,23.4,Disconnected
PLC482,Omron,S7-1500,V1.0,192.168.234.57,25,39,28.9,22.21,Disconnected
PLC483,Mitsubishi,ControlLogix,V2.1,10.165.238.24,27,59,55.2,22.84,Connected
PLC484,Siemens,FX5U,V1.0,172.24.153.43,14,66,55.5,23.21,Connected
PLC485,Allen Bradley,FX5U,V1.7,10.222.163.21,53,27,64.6,23.15,Connected
PLC486,Allen Bradley,FX5U,V4.7,172.30.174.33,91,46,34.0,23.48,Disconnected
PLC487,Allen Bradley,S7-1500,V5.0,192.168.222.154,85,22,33.1,23.62,Connected
PLC488,Mitsubishi,NX1P2,V5.8,172.21.105.144,14,53,32.4,23.46,Disconnected
PLC489,Allen Bradley,ControlLogix,V5.7,192.168.181.149,69,55,39.3,23.8,Connected
PLC490,Siemens,NX1P2,V4.6,192.168.198.29,14,82,28.1,23.56,Disconnected
PLC491,Siemens,S7-1500,V4.3,192.168.99.84,11,86,46.6,22.05,Disconnected
PLC492,Mitsubishi,NX1P2,V3.1,10.231.48.204,25,46,28.0,23.15,Disconnected
PLC493,Omron,S7-1500,V5.1,192.168.153.175,79,70,62.5,23.97,Connected
PLC494,Siemens,FX5U,V4.4,192.168.115.164,30,52,60.5,22.12,Connected
PLC495,Mitsubishi,S7-1500,V2.7,10.23.57.223,14,82,61.2,23.41,Connected
PLC496,Mitsubishi,S7-1500,V4.9,10.14.247.48,83,20,60.5,22.96,Connected
PLC497,Mitsubishi,S7-1500,V1.0,10.29.110.29,68,74,34.0,22.7,Disconnected
PLC498,Mitsubishi,ControlLogix,V1.0,192.168.58.6,8,35,46.4,23.72,Connected
PLC499,Omron,S7-1500,V4.6,172.26.132.230,94,26,42.2,22.85,Connected
PLC500,Siemens,NX1P2,V1.9,192.168.127.254,52,55,32.7,22.87,Connected
