Robot_ID,Robot_Model,Manufacturer,Axis_Count,Operating_Hours,Cycle_Count,Error_Code,Maintenance_Due,Status
ROB0325,ABB IRB2600,KUKA,5,2959,463762,None,2026-07-31,Stopped
ROB0326,FANUC M-20iD,FANUC,6,5269,820463,None,2027-01-05,Maintenance
ROB0327,KUKA KR10,Yaskawa,5,15720,691749,E202,2026-09-03,Maintenance
ROB0328,KUKA KR10,KUKA,5,17258,521482,E310,2026-11-22,Idle
ROB0329,Yaskawa GP25,KUKA,4,16545,369042,None,2026-10-29,Maintenance
ROB0330,KUKA KR10,KUKA,5,19978,548462,E101,2026-10-18,Maintenance
ROB0331,KUKA KR10,ABB,6,6767,375442,E202,2026-12-26,Idle
ROB0332,KUKA KR10,Yaskawa,5,9147,636797,E310,2026-09-08,Idle
ROB0333,ABB IRB2600,KUKA,4,12345,757237,E202,2026-11-18,Idle
ROB0334,Yaskawa GP25,ABB,4,10050,679615,E101,2026-07-31,Idle
ROB0335,KUKA KR10,ABB,6,16784,403214,E101,2026-12-14,Stopped
ROB0336,Yaskawa GP25,KUKA,6,15543,573513,E202,2026-11-21,Idle
ROB0337,KUKA KR10,FANUC,5,4577,404853,E310,2026-08-28,Running
ROB0338,FANUC M-20iD,ABB,5,16721,486851,E202,2026-11-21,Stopped
ROB0339,ABB IRB2600,KUKA,4,14515,668623,E310,2026-08-11,Running
ROB0340,Yaskawa GP25,Yaskawa,5,10761,135246,E101,2026-10-11,Idle
ROB0341,FANUC M-20iD,KUKA,4,1844,898327,None,2026-12-01,Maintenance
ROB0342,FANUC M-20iD,KUKA,4,3642,789116,E310,2026-10-09,Idle
ROB0343,FANUC M-20iD,FANUC,4,4151,364005,E202,2026-07-14,Maintenance
ROB0344,Yaskawa GP25,ABB,4,7723,658347,E202,2026-12-04,Maintenance
ROB0345,ABB IRB2600,ABB,4,18643,622494,E202,2026-11-28,Idle
ROB0346,ABB IRB2600,Yaskawa,4,18250,656233,None,2026-07-18,Idle
ROB0347,FANUC M-20iD,KUKA,5,4581,110331,E101,2026-09-24,Stopped
ROB0348,ABB IRB2600,ABB,5,5927,191973,E101,2026-09-21,Maintenance
ROB0349,FANUC M-20iD,FANUC,4,10608,466333,E310,2026-09-21,Stopped
ROB0350,ABB IRB2600,ABB,4,3186,438379,E310,2026-09-20,Stopped
ROB0351,ABB IRB2600,Yaskawa,6,12957,34145,E202,2026-11-03,Idle
ROB0352,Yaskawa GP25,Yaskawa,6,11716,347725,None,2026-12-04,Stopped
ROB0353,Yaskawa GP25,Yaskawa,6,7232,401078,E101,2026-10-31,Running
ROB0354,Yaskawa GP25,ABB,5,7287,238514,E202,2026-08-29,Maintenance
ROB0355,Yaskawa GP25,KUKA,4,10024,252111,E310,2026-08-13,Stopped
ROB0356,FANUC M-20iD,ABB,6,2619,484214,None,2026-10-22,Stopped
ROB0357,KUKA KR10,KUKA,5,1171,524806,E310,2026-07-25,Stopped
ROB0358,Yaskawa GP25,FANUC,5,8853,375145,E101,2026-08-01,Maintenance
ROB0359,KUKA KR10,KUKA,5,5680,186728,E101,2026-09-05,Idle
ROB0360,FANUC M-20iD,Yaskawa,5,2072,807662,E101,2026-12-10,Running
ROB0361,ABB IRB2600,FANUC,6,18614,62497,E202,2026-11-02,Running
ROB0362,KUKA KR10,Yaskawa,4,10106,158514,E310,2026-10-18,Maintenance
ROB0363,ABB IRB2600,ABB,5,10710,184722,None,2026-11-07,Idle
ROB0364,FANUC M-20iD,FANUC,6,6265,312244,E310,2026-08-15,Stopped
ROB0365,ABB IRB2600,ABB,4,6902,641907,None,2026-09-18,Running
ROB0366,FANUC M-20iD,KUKA,4,17996,140167,E310,2026-09-08,Maintenance
ROB0367,ABB IRB2600,ABB,6,6621,267579,None,2026-11-17,Maintenance
ROB0368,ABB IRB2600,KUKA,6,1178,535245,None,2026-08-03,Stopped
ROB0369,ABB IRB2600,ABB,4,15870,173482,E101,2026-11-30,Idle
ROB0370,KUKA KR10,KUKA,5,8554,487043,E101,2026-11-21,Running
ROB0371,ABB IRB2600,ABB,6,1885,80332,E310,2026-12-02,Idle
ROB0372,FANUC M-20iD,KUKA,5,17830,847642,E310,2026-12-05,Stopped
ROB0373,Yaskawa GP25,Yaskawa,6,17528,381128,E310,2026-10-18,Maintenance
ROB0374,Yaskawa GP25,ABB,6,16875,142372,None,2026-08-08,Idle
ROB0375,FANUC M-20iD,KUKA,5,4285,643754,E310,2026-08-24,Stopped
ROB0376,Yaskawa GP25,KUKA,5,1282,339824,E310,2026-11-04,Idle
ROB0377,FANUC M-20iD,ABB,5,5322,481796,E101,2026-11-08,Maintenance
ROB0378,Yaskawa GP25,ABB,4,1036,248101,E310,2026-08-28,Maintenance
ROB0379,Yaskawa GP25,Yaskawa,5,15743,399616,E101,2026-09-29,Stopped
ROB0380,ABB IRB2600,Yaskawa,4,8540,162607,None,2026-12-14,Maintenance
ROB0381,KUKA KR10,FANUC,5,15740,415334,E310,2026-09-27,Running
ROB0382,KUKA KR10,KUKA,6,18575,510284,None,2026-08-07,Stopped
ROB0383,FANUC M-20iD,KUKA,5,6839,335416,E101,2026-10-03,Running
ROB0384,FANUC M-20iD,ABB,6,18902,292705,None,2027-01-07,Running
ROB0385,ABB IRB2600,KUKA,4,15191,433008,E202,2026-09-14,Stopped
ROB0386,KUKA KR10,KUKA,5,12557,63389,None,2026-12-16,Stopped
ROB0387,Yaskawa GP25,Yaskawa,6,1684,708687,None,2026-12-26,Idle
ROB0388,Yaskawa GP25,KUKA,6,14913,776980,E202,2026-09-30,Idle
ROB0389,ABB IRB2600,ABB,4,13079,299155,E310,2026-07-19,Idle
ROB0390,FANUC M-20iD,FANUC,5,896,149399,E101,2026-11-23,Stopped
ROB0391,ABB IRB2600,Yaskawa,4,14489,583629,E202,2026-09-04,Idle
ROB0392,FANUC M-20iD,FANUC,4,1727,288404,E310,2026-12-03,Running
ROB0393,ABB IRB2600,Yaskawa,4,16670,129786,None,2026-10-28,Stopped
ROB0394,KUKA KR10,KUKA,5,8956,615073,E202,2026-10-09,Maintenance
ROB0395,ABB IRB2600,KUKA,6,8537,247186,None,2026-09-21,Stopped
ROB0396,Yaskawa GP25,KUKA,5,17173,325169,E310,2026-09-08,Stopped
ROB0397,FANUC M-20iD,KUKA,5,3989,874098,E101,2026-12-21,Idle
ROB0398,ABB IRB2600,ABB,5,5521,113386,E202,2026-10-14,Stopped
ROB0399,Yaskawa GP25,Yaskawa,6,11353,323612,None,2027-01-06,Idle
ROB0400,ABB IRB2600,Yaskawa,6,2673,822610,E202,2026-08-04,Running
ROB0401,Yaskawa GP25,Yaskawa,5,5547,444344,E310,2026-10-14,Running
ROB0402,KUKA KR10,KUKA,4,10592,257130,E310,2026-08-31,Stopped
ROB0403,Yaskawa GP25,ABB,5,14593,256532,E202,2026-12-19,Idle
ROB0404,ABB IRB2600,KUKA,4,11219,632273,E310,2026-10-24,Running
ROB0405,FANUC M-20iD,FANUC,4,778,167334,E310,2026-10-01,Stopped
ROB0406,FANUC M-20iD,ABB,4,568,504097,E101,2026-12-20,Running
ROB0407,ABB IRB2600,KUKA,5,12206,708412,None,2026-10-08,Running
ROB0408,ABB IRB2600,KUKA,5,3775,50833,None,2026-09-12,Running
ROB0409,FANUC M-20iD,ABB,4,13307,874226,E310,2026-11-07,Running
ROB0410,KUKA KR10,KUKA,6,17738,85165,E202,2026-09-14,Idle
ROB0411,FANUC M-20iD,Yaskawa,6,9019,175039,None,2026-11-11,Stopped
ROB0412,ABB IRB2600,KUKA,4,13390,365108,E101,2026-07-25,Stopped
ROB0413,Yaskawa GP25,KUKA,6,10540,317917,E310,2026-09-20,Stopped
ROB0414,ABB IRB2600,KUKA,6,11202,230774,E101,2026-12-20,Stopped
ROB0415,ABB IRB2600,ABB,4,3103,71601,None,2026-08-09,Idle
ROB0416,FANUC M-20iD,Yaskawa,4,5393,767878,None,2026-12-13,Maintenance
ROB0417,KUKA KR10,KUKA,6,8339,763549,E310,2026-12-03,Stopped
ROB0418,Yaskawa GP25,FANUC,6,18591,774810,E202,2026-09-29,Idle
ROB0419,Yaskawa GP25,FANUC,5,5629,419777,E101,2026-10-14,Maintenance
ROB0420,FANUC M-20iD,FANUC,4,8763,418482,E101,2026-08-14,Stopped
ROB0421,Yaskawa GP25,Yaskawa,6,11103,481452,E101,2026-08-12,Maintenance
ROB0422,Yaskawa GP25,KUKA,6,6528,17800,E101,2026-12-15,Maintenance
ROB0423,Yaskawa GP25,FANUC,5,11462,165365,None,2026-08-30,Idle
ROB0424,ABB IRB2600,Yaskawa,5,7127,765797,E101,2026-09-03,Stopped
ROB0425,FANUC M-20iD,FANUC,6,12320,755920,E202,2027-01-01,Maintenance
ROB0426,KUKA KR10,FANUC,4,16320,819047,E101,2026-11-20,Idle
ROB0427,ABB IRB2600,KUKA,6,17047,296728,E310,2026-12-10,Idle
ROB0428,Yaskawa GP25,FANUC,5,19865,583700,E202,2026-09-03,Stopped
ROB0429,FANUC M-20iD,KUKA,5,1087,437123,None,2026-08-27,Stopped
ROB0430,Yaskawa GP25,Yaskawa,6,19239,252163,E202,2026-12-17,Idle
ROB0431,Yaskawa GP25,KUKA,5,1768,866410,E101,2026-08-23,Maintenance
ROB0432,Yaskawa GP25,KUKA,4,17891,250355,None,2026-11-28,Idle
ROB0433,Yaskawa GP25,ABB,5,573,460898,None,2026-09-26,Running
ROB0434,KUKA KR10,Yaskawa,4,16941,778344,E202,2026-09-11,Running
ROB0435,Yaskawa GP25,ABB,6,18599,311525,None,2026-08-15,Idle
ROB0436,Yaskawa GP25,KUKA,4,18360,697973,E101,2026-07-20,Running
ROB0437,Yaskawa GP25,FANUC,5,8547,513174,None,2026-12-24,Running
ROB0438,ABB IRB2600,KUKA,4,10078,714444,E202,2026-11-28,Stopped
ROB0439,ABB IRB2600,Yaskawa,4,5870,388986,None,2026-12-07,Maintenance
ROB0440,KUKA KR10,FANUC,4,5597,137339,None,2026-12-26,Idle
ROB0441,FANUC M-20iD,KUKA,4,4214,812056,E310,2026-09-07,Maintenance
ROB0442,FANUC M-20iD,Yaskawa,6,4500,514618,E202,2026-09-03,Running
ROB0443,KUKA KR10,FANUC,5,6280,416722,E101,2026-11-03,Maintenance
ROB0444,FANUC M-20iD,FANUC,4,5817,162895,E202,2026-12-21,Idle
ROB0445,ABB IRB2600,Yaskawa,6,12014,41236,E202,2026-10-31,Stopped
ROB0446,Yaskawa GP25,FANUC,6,13687,232675,E101,2026-08-25,Idle
ROB0447,Yaskawa GP25,FANUC,6,7930,885048,E310,2026-12-17,Stopped
ROB0448,Yaskawa GP25,KUKA,6,12587,218785,None,2026-12-12,Running
ROB0449,Yaskawa GP25,ABB,4,19208,382686,None,2026-08-27,Maintenance
ROB0450,KUKA KR10,Yaskawa,6,743,340479,E310,2026-10-08,Running
ROB0451,ABB IRB2600,FANUC,6,17556,598683,None,2026-12-01,Idle
ROB0452,Yaskawa GP25,Yaskawa,6,18574,771165,E202,2026-09-13,Running
ROB0453,FANUC M-20iD,KUKA,4,10725,573170,E310,2026-12-15,Maintenance
ROB0454,FANUC M-20iD,FANUC,4,10337,707118,E101,2026-09-07,Maintenance
ROB0455,Yaskawa GP25,ABB,5,11639,442044,None,2026-08-01,Maintenance
ROB0456,FANUC M-20iD,Yaskawa,5,10324,436635,None,2026-11-15,Running
ROB0457,KUKA KR10,KUKA,4,3549,154100,None,2026-08-01,Maintenance
ROB0458,FANUC M-20iD,FANUC,5,11437,343774,None,2026-12-12,Idle
ROB0459,ABB IRB2600,FANUC,4,2108,299946,E202,2026-10-06,Running
ROB0460,KUKA KR10,KUKA,4,13726,798845,None,2026-10-25,Maintenance
ROB0461,Yaskawa GP25,FANUC,6,11420,292117,None,2026-07-27,Idle
ROB0462,FANUC M-20iD,FANUC,6,631,122018,E310,2026-10-23,Running
ROB0463,Yaskawa GP25,KUKA,5,18259,122083,E202,2026-10-11,Idle
ROB0464,ABB IRB2600,FANUC,5,6017,204122,None,2026-08-21,Running
ROB0465,Yaskawa GP25,ABB,6,4650,187596,E101,2026-10-13,Stopped
ROB0466,FANUC M-20iD,KUKA,6,6645,526583,E101,2026-11-19,Running
ROB0467,Yaskawa GP25,ABB,6,13228,211821,E202,2026-10-17,Maintenance
ROB0468,ABB IRB2600,Yaskawa,6,13985,616424,E202,2026-12-17,Maintenance
ROB0469,ABB IRB2600,FANUC,6,14269,277386,E310,2026-09-22,Running
ROB0470,FANUC M-20iD,Yaskawa,6,6764,793061,E202,2026-12-01,Idle
ROB0471,ABB IRB2600,FANUC,6,8652,148882,None,2026-07-28,Idle
ROB0472,ABB IRB2600,FANUC,6,2865,727297,E310,2027-01-04,Idle
ROB0473,ABB IRB2600,KUKA,4,19327,12954,E101,2026-09-03,Running
ROB0474,FANUC M-20iD,Yaskawa,4,11685,226356,E310,2026-08-01,Idle
ROB0475,ABB IRB2600,FANUC,5,11153,441097,E310,2026-11-17,Maintenance
ROB0476,Yaskawa GP25,ABB,6,5281,226826,E310,2026-10-30,Maintenance
ROB0477,ABB IRB2600,ABB,5,16520,297202,E310,2026-10-24,Running
ROB0478,KUKA KR10,FANUC,5,15690,176309,None,2026-11-26,Running
ROB0479,Yaskawa GP25,KUKA,4,14046,125780,E202,2026-11-23,Idle
ROB0480,KUKA KR10,KUKA,4,14464,816411,None,2026-12-06,Stopped
ROB0481,FANUC M-20iD,Yaskawa,5,10435,685545,E101,2026-09-16,Stopped
ROB0482,ABB IRB2600,KUKA,5,13299,292737,E101,2026-10-16,Stopped
ROB0483,ABB IRB2600,Yaskawa,4,1061,828946,E101,2026-12-05,Stopped
ROB0484,Yaskawa GP25,ABB,6,17201,683068,E101,2027-01-06,Running
ROB0485,KUKA KR10,KUKA,6,8849,733420,None,2026-08-27,Maintenance
ROB0486,KUKA KR10,Yaskawa,4,2563,604706,None,2026-09-07,Idle
ROB0487,KUKA KR10,KUKA,4,18717,653400,E101,2027-01-05,Stopped
ROB0488,FANUC M-20iD,ABB,4,11227,815823,E310,2026-11-27,Maintenance
ROB0489,FANUC M-20iD,Yaskawa,4,6639,123735,E202,2026-08-06,Stopped
ROB0490,KUKA KR10,KUKA,6,7036,669393,E310,2026-11-16,Maintenance
ROB0491,FANUC M-20iD,Yaskawa,5,6931,266779,E202,2026-09-08,Running
ROB0492,KUKA KR10,KUKA,5,8402,568352,E202,2026-12-20,Stopped
ROB0493,ABB IRB2600,Yaskawa,6,1038,733233,None,2026-12-06,Running
ROB0494,ABB IRB2600,ABB,5,1937,224915,E310,2026-09-23,Stopped
ROB0495,FANUC M-20iD,FANUC,6,18475,472716,E101,2026-10-09,Idle
ROB0496,ABB IRB2600,ABB,5,3673,48394,E202,2026-11-30,Running
ROB0497,Yaskawa GP25,FANUC,5,19788,481688,E101,2026-08-22,Running
ROB0498,KUKA KR10,ABB,6,4392,108052,E202,2026-10-25,Idle
ROB0499,FANUC M-20iD,Yaskawa,6,9579,577358,E101,2026-10-07,Running
ROB0500,Yaskawa GP25,ABB,5,11337,114955,None,2026-10-17,Idle
