Log_ID,Timestamp,System_ID,Tag_Name,Current_Value,High_Limit,Low_Limit,Alarm_Status
LOG0337,2026-06-29 12:30:33,SYS0205,Speed,89.8,95,10,Critical
LOG0338,2026-05-25 01:58:57,SYS0374,Voltage,59.69,95,10,Critical
LOG0339,2026-06-16 19:05:23,SYS0037,Speed,48.83,95,10,Critical
LOG0340,2026-06-30 00:11:30,SYS0497,Current,2.69,95,10,Critical
LOG0341,2026-06-25 16:32:54,SYS0092,Pressure,36.91,95,10,Warning
LOG0342,2026-05-20 22:43:09,SYS0257,Temperature,61.06,95,10,Warning
LOG0343,2026-07-05 23:40:55,SYS0469,Temperature,64.56,95,10,Normal
LOG0344,2026-04-15 20:16:29,SYS0256,Pressure,4.42,95,10,Warning
LOG0345,2026-05-18 20:43:20,SYS0223,Temperature,33.96,95,10,Critical
LOG0346,2026-06-24 14:28:55,SYS0093,Voltage,15.07,95,10,Warning
LOG0347,2026-06-25 21:59:38,SYS0199,Flow,82.13,95,10,Normal
LOG0348,2026-05-17 05:49:12,SYS0134,Voltage,17.95,95,10,Warning
LOG0349,2026-04-26 19:31:41,SYS0350,Current,83.42,95,10,Warning
LOG0350,2026-04-21 03:24:41,SYS0413,Temperature,34.63,95,10,Critical
LOG0351,2026-05-03 12:01:53,SYS0052,Flow,86.25,95,10,Normal
LOG0352,2026-04-30 04:12:18,SYS0083,Speed,12.87,95,10,Critical
LOG0353,2026-06-08 11:34:14,SYS0197,Flow,45.47,95,10,Warning
LOG0354,2026-06-10 12:46:26,SYS0335,Flow,40.17,95,10,Normal
LOG0355,2026-04-22 15:35:35,SYS0156,Voltage,25.86,95,10,Critical
LOG0356,2026-05-29 19:14:24,SYS0060,Current,80.71,95,10,Warning
LOG0357,2026-06-26 23:08:32,SYS0258,Speed,78.1,95,10,Critical
LOG0358,2026-06-08 11:55:40,SYS0172,Current,97.18,95,10,Normal
LOG0359,2026-04-17 11:25:09,SYS0403,Pressure,98.07,95,10,Critical
LOG0360,2026-04-22 11:06:41,SYS0389,Voltage,87.03,95,10,Normal
LOG0361,2026-06-23 02:46:30,SYS0077,Temperature,33.71,95,10,Critical
LOG0362,2026-06-14 01:36:01,SYS0303,Speed,19.76,95,10,Critical
LOG0363,2026-06-28 02:55:28,SYS0373,Voltage,43.49,95,10,Warning
LOG0364,2026-05-03 08:22:19,SYS0145,Temperature,12.16,95,10,Warning
LOG0365,2026-06-18 01:40:52,SYS0236,Speed,5.01,95,10,Critical
LOG0366,2026-05-26 08:35:05,SYS0352,Speed,25.23,95,10,Warning
LOG0367,2026-06-24 06:55:03,SYS0346,Speed,76.68,95,10,Normal
LOG0368,2026-06-06 00:44:06,SYS0278,Speed,17.87,95,10,Warning
LOG0369,2026-05-26 09:59:11,SYS0214,Temperature,44.68,95,10,Warning
LOG0370,2026-06-17 06:57:01,SYS0326,Temperature,59.58,95,10,Warning
LOG0371,2026-07-06 23:09:15,SYS0375,Temperature,53.13,95,10,Warning
LOG0372,2026-06-09 05:25:57,SYS0128,Pressure,8.4,95,10,Normal
LOG0373,2026-06-23 12:03:23,SYS0065,Flow,14.46,95,10,Warning
LOG0374,2026-06-07 06:47:02,SYS0221,Speed,34.54,95,10,Warning
LOG0375,2026-06-26 15:15:06,SYS0353,Current,24.41,95,10,Critical
LOG0376,2026-05-20 18:46:51,SYS0421,Current,56.91,95,10,Normal
LOG0377,2026-06-07 19:40:34,SYS0040,Speed,37.28,95,10,Normal
LOG0378,2026-07-12 13:10:25,SYS0312,Flow,63.78,95,10,Normal
LOG0379,2026-06-12 04:59:48,SYS0196,Current,98.03,95,10,Normal
LOG0380,2026-06-01 15:56:40,SYS0173,Flow,74.93,95,10,Warning
LOG0381,2026-06-22 05:50:36,SYS0206,Temperature,18.39,95,10,Critical
LOG0382,2026-05-11 11:20:47,SYS0132,Flow,65.29,95,10,Normal
LOG0383,2026-06-14 22:56:41,SYS0429,Voltage,96.52,95,10,Normal
LOG0384,2026-05-01 13:25:20,SYS0293,Speed,99.49,95,10,Critical
LOG0385,2026-04-23 10:36:47,SYS0264,Current,85.42,95,10,Normal
LOG0386,2026-05-07 06:46:10,SYS0356,Temperature,37.42,95,10,Warning
LOG0387,2026-05-14 16:20:02,SYS0111,Voltage,27.48,95,10,Critical
LOG0388,2026-06-24 13:27:04,SYS0399,Pressure,27.69,95,10,Critical
LOG0389,2026-07-05 19:55:50,SYS0024,Current,39.87,95,10,Normal
LOG0390,2026-06-17 15:31:49,SYS0348,Speed,27.27,95,10,Warning
LOG0391,2026-06-21 22:12:36,SYS0107,Temperature,78.21,95,10,Critical
LOG0392,2026-05-30 17:15:43,SYS0067,Speed,26.71,95,10,Critical
LOG0393,2026-05-20 06:08:32,SYS0405,Flow,31.82,95,10,Normal
LOG0394,2026-05-13 04:55:08,SYS0116,Temperature,70.9,95,10,Normal
LOG0395,2026-06-13 02:24:30,SYS0033,Current,28.78,95,10,Critical
LOG0396,2026-06-04 01:16:49,SYS0312,Voltage,58.79,95,10,Critical
LOG0397,2026-05-02 03:42:46,SYS0305,Speed,54.15,95,10,Warning
LOG0398,2026-04-27 06:22:22,SYS0477,Current,1.26,95,10,Warning
LOG0399,2026-06-21 03:10:47,SYS0164,Speed,82.26,95,10,Normal
LOG0400,2026-06-26 01:13:25,SYS0237,Flow,49.9,95,10,Critical
LOG0401,2026-04-24 10:50:15,SYS0358,Pressure,67.3,95,10,Warning
LOG0402,2026-05-06 01:32:53,SYS0207,Temperature,66.07,95,10,Critical
LOG0403,2026-05-06 20:15:42,SYS0496,Temperature,63.14,95,10,Critical
LOG0404,2026-05-05 02:05:04,SYS0177,Temperature,20.76,95,10,Critical
LOG0405,2026-05-08 14:27:03,SYS0190,Speed,29.18,95,10,Warning
LOG0406,2026-05-06 21:22:18,SYS0232,Flow,46.74,95,10,Normal
LOG0407,2026-06-24 05:09:54,SYS0320,Current,16.67,95,10,Warning
LOG0408,2026-05-09 07:59:23,SYS0290,Voltage,41.54,95,10,Normal
LOG0409,2026-06-24 12:45:01,SYS0385,Speed,55.64,95,10,Warning
LOG0410,2026-06-22 20:51:54,SYS0121,Voltage,92.12,95,10,Normal
LOG0411,2026-05-23 00:21:26,SYS0194,Current,94.88,95,10,Normal
LOG0412,2026-05-22 15:52:38,SYS0050,Voltage,21.83,95,10,Normal
LOG0413,2026-05-05 13:40:53,SYS0293,Speed,17.86,95,10,Normal
LOG0414,2026-05-25 02:43:00,SYS0393,Flow,97.89,95,10,Critical
LOG0415,2026-07-09 04:27:54,SYS0210,Speed,75.13,95,10,Warning
LOG0416,2026-06-13 12:54:29,SYS0462,Current,27.89,95,10,Warning
LOG0417,2026-07-07 19:20:17,SYS0323,Temperature,66.42,95,10,Critical
LOG0418,2026-04-29 13:32:13,SYS0492,Flow,76.18,95,10,Warning
LOG0419,2026-05-10 08:36:46,SYS0258,Current,53.25,95,10,Normal
LOG0420,2026-06-21 10:34:37,SYS0440,Voltage,49.48,95,10,Warning
LOG0421,2026-05-12 00:31:58,SYS0147,Voltage,15.7,95,10,Normal
LOG0422,2026-06-29 20:03:56,SYS0205,Speed,0.33,95,10,Warning
LOG0423,2026-05-04 14:46:35,SYS0391,Voltage,65.62,95,10,Critical
LOG0424,2026-06-09 01:51:01,SYS0465,Temperature,38.34,95,10,Critical
LOG0425,2026-04-29 09:30:22,SYS0215,Voltage,41.03,95,10,Critical
LOG0426,2026-05-10 17:11:47,SYS0015,Current,22.42,95,10,Critical
LOG0427,2026-05-02 02:01:53,SYS0318,Current,99.89,95,10,Critical
LOG0428,2026-06-25 21:35:32,SYS0293,Flow,40.88,95,10,Normal
LOG0429,2026-06-07 22:18:11,SYS0167,Current,24.99,95,10,Critical
LOG0430,2026-06-08 12:07:44,SYS0321,Voltage,68.44,95,10,Warning
LOG0431,2026-05-01 12:26:50,SYS0012,Flow,60.13,95,10,Critical
LOG0432,2026-06-30 01:59:25,SYS0200,Current,51.13,95,10,Normal
LOG0433,2026-06-06 18:36:34,SYS0436,Pressure,45.78,95,10,Critical
LOG0434,2026-06-16 17:42:01,SYS0448,Pressure,17.52,95,10,Critical
LOG0435,2026-07-01 21:49:31,SYS0472,Pressure,32.27,95,10,Warning
LOG0436,2026-07-06 20:30:52,SYS0034,Temperature,20.7,95,10,Warning
LOG0437,2026-05-22 22:45:40,SYS0236,Pressure,68.37,95,10,Warning
LOG0438,2026-06-13 12:11:50,SYS0124,Pressure,97.28,95,10,Critical
LOG0439,2026-06-25 18:41:41,SYS0329,Temperature,80.37,95,10,Warning
LOG0440,2026-06-03 18:57:08,SYS0447,Pressure,24.49,95,10,Critical
LOG0441,2026-05-17 14:26:55,SYS0493,Temperature,0.69,95,10,Normal
LOG0442,2026-05-28 01:38:40,SYS0350,Flow,40.63,95,10,Critical
LOG0443,2026-06-22 01:19:44,SYS0241,Voltage,7.04,95,10,Warning
LOG0444,2026-05-05 15:38:35,SYS0491,Speed,88.34,95,10,Critical
LOG0445,2026-05-24 00:22:35,SYS0062,Flow,77.66,95,10,Critical
LOG0446,2026-07-13 01:54:31,SYS0274,Flow,2.37,95,10,Warning
LOG0447,2026-05-27 01:53:23,SYS0424,Flow,5.98,95,10,Warning
LOG0448,2026-05-24 22:58:23,SYS0425,Flow,76.88,95,10,Warning
LOG0449,2026-05-03 15:54:21,SYS0205,Flow,92.74,95,10,Critical
LOG0450,2026-07-01 14:08:09,SYS0333,Voltage,42.86,95,10,Normal
LOG0451,2026-06-28 08:54:02,SYS0054,Pressure,84.71,95,10,Critical
LOG0452,2026-06-08 23:34:39,SYS0386,Temperature,72.2,95,10,Warning
LOG0453,2026-04-17 01:17:50,SYS0212,Flow,33.98,95,10,Normal
LOG0454,2026-05-27 10:05:14,SYS0408,Voltage,21.01,95,10,Normal
LOG0455,2026-07-02 03:17:23,SYS0169,Flow,69.37,95,10,Warning
LOG0456,2026-05-24 14:16:44,SYS0461,Flow,49.16,95,10,Normal
LOG0457,2026-06-28 17:02:50,SYS0388,Speed,34.24,95,10,Critical
LOG0458,2026-06-07 07:24:49,SYS0228,Speed,78.74,95,10,Critical
LOG0459,2026-06-27 18:12:26,SYS0133,Current,27.53,95,10,Normal
LOG0460,2026-06-19 02:59:33,SYS0390,Pressure,14.8,95,10,Warning
LOG0461,2026-07-13 00:54:37,SYS0014,Pressure,88.02,95,10,Critical
LOG0462,2026-06-12 20:30:24,SYS0186,Flow,29.12,95,10,Critical
LOG0463,2026-06-21 22:58:17,SYS0082,Current,63.39,95,10,Warning
LOG0464,2026-06-01 22:02:53,SYS0366,Voltage,67.33,95,10,Normal
LOG0465,2026-04-18 21:57:35,SYS0381,Flow,12.86,95,10,Critical
LOG0466,2026-05-17 05:15:12,SYS0150,Voltage,25.73,95,10,Normal
LOG0467,2026-06-02 13:08:48,SYS0015,Pressure,58.32,95,10,Normal
LOG0468,2026-05-18 08:26:23,SYS0300,Temperature,25.94,95,10,Critical
LOG0469,2026-06-30 15:24:51,SYS0261,Flow,87.02,95,10,Critical
LOG0470,2026-06-02 21:27:46,SYS0208,Voltage,61.85,95,10,Normal
LOG0471,2026-05-03 18:53:21,SYS0498,Speed,64.39,95,10,Critical
LOG0472,2026-05-25 22:11:33,SYS0437,Current,31.43,95,10,Warning
LOG0473,2026-06-03 03:24:35,SYS0194,Voltage,64.84,95,10,Critical
LOG0474,2026-05-19 15:33:05,SYS0247,Pressure,48.4,95,10,Warning
LOG0475,2026-06-11 05:11:45,SYS0008,Flow,94.69,95,10,Warning
LOG0476,2026-07-02 12:45:59,SYS0116,Speed,20.64,95,10,Normal
LOG0477,2026-05-30 05:57:46,SYS0143,Current,77.8,95,10,Normal
LOG0478,2026-04-25 21:03:06,SYS0333,Pressure,35.65,95,10,Warning
LOG0479,2026-06-18 06:03:54,SYS0292,Flow,90.63,95,10,Critical
LOG0480,2026-07-05 02:39:35,SYS0434,Current,89.81,95,10,Critical
LOG0481,2026-06-10 11:45:56,SYS0104,Speed,66.42,95,10,Warning
LOG0482,2026-06-11 13:59:59,SYS0321,Temperature,95.2,95,10,Critical
LOG0483,2026-04-16 09:47:27,SYS0035,Speed,55.33,95,10,Critical
LOG0484,2026-04-29 15:50:12,SYS0434,Flow,53.77,95,10,Normal
LOG0485,2026-05-24 21:42:04,SYS0497,Temperature,44.66,95,10,Critical
LOG0486,2026-04-30 08:56:32,SYS0127,Pressure,25.61,95,10,Critical
LOG0487,2026-04-30 03:33:57,SYS0094,Flow,93.63,95,10,Normal
LOG0488,2026-05-31 03:02:13,SYS0117,Flow,71.74,95,10,Normal
LOG0489,2026-07-10 17:14:09,SYS0021,Current,26.58,95,10,Warning
LOG0490,2026-06-21 20:30:21,SYS0047,Flow,19.0,95,10,Normal
LOG0491,2026-04-20 01:55:24,SYS0464,Pressure,52.26,95,10,Normal
LOG0492,2026-04-24 23:02:40,SYS0107,Pressure,24.39,95,10,Critical
LOG0493,2026-06-06 18:46:44,SYS0245,Voltage,9.83,95,10,Normal
LOG0494,2026-05-15 19:29:05,SYS0164,Flow,7.31,95,10,Warning
LOG0495,2026-05-12 17:45:26,SYS0060,Voltage,8.34,95,10,Normal
LOG0496,2026-06-02 03:48:12,SYS0052,Current,58.94,95,10,Critical
LOG0497,2026-07-04 23:39:37,SYS0250,Speed,56.93,95,10,Critical
LOG0498,2026-06-01 00:42:36,SYS0221,Temperature,72.0,95,10,Warning
LOG0499,2026-04-25 03:59:00,SYS0399,Flow,19.48,95,10,Critical
LOG0500,2026-04-30 18:39:45,SYS0315,Voltage,99.22,95,10,Warning
