Invoice_ID,Supplier,Invoice_Date,PO_Number,Invoice_Amount,PO_Amount,Difference,Validation_Status,Finance_Status
INV0327,Titan Supply,2026-03-31,PO0327,31053,30752,301,Mismatch,Approved
INV0328,Rapid Components,2026-03-29,PO0328,8479,8424,55,Mismatch,Pending
INV0329,Titan Supply,2026-06-21,PO0329,30889,30461,428,Mismatch,Pending
INV0330,Future Materials,2026-04-29,PO0330,25222,24857,365,Mismatch,Approved
INV0331,Rapid Components,2026-02-11,PO0331,12297,12100,197,Mismatch,Pending
INV0332,Vertex Industries,2025-08-13,PO0332,17384,17100,284,Mismatch,Approved
INV0333,ABC Metals,2025-12-31,PO0333,22492,22064,428,Mismatch,Approved
INV0334,Vertex Industries,2025-10-22,PO0334,8725,8559,166,Mismatch,Approved
INV0335,ABC Metals,2025-11-04,PO0335,9639,9405,234,Mismatch,On Hold
INV0336,Rapid Components,2025-11-13,PO0336,4966,4710,256,Mismatch,On Hold
INV0337,Blue Manufacturing,2026-02-21,PO0337,32799,32300,499,Mismatch,Approved
INV0338,United Supplies,2026-06-23,PO0338,10721,10302,419,Mismatch,Pending
INV0339,Future Materials,2026-03-26,PO0339,5647,5355,292,Mismatch,On Hold
INV0340,Vertex Industries,2026-05-10,PO0340,32193,32026,167,Mismatch,On Hold
INV0341,Industrial Parts,2025-08-27,PO0341,25407,25220,187,Mismatch,On Hold
INV0342,Rapid Components,2026-01-02,PO0342,32883,32640,243,Mismatch,Pending
INV0343,Vertex Industries,2026-03-30,PO0343,13985,13528,457,Mismatch,Pending
INV0344,Rapid Components,2026-07-14,PO0344,24026,23562,464,Mismatch,Pending
INV0345,Future Materials,2025-08-22,PO0345,7261,6820,441,Mismatch,Approved
INV0346,Future Materials,2025-09-16,PO0346,34402,34200,202,Mismatch,Pending
INV0347,Blue Manufacturing,2025-07-27,PO0347,7656,7209,447,Mismatch,On Hold
INV0348,ABC Metals,2026-05-21,PO0348,33243,33128,115,Mismatch,Pending
INV0349,Prime Industries,2025-08-06,PO0349,32259,32132,127,Mismatch,Pending
INV0350,Vertex Industries,2025-10-09,PO0350,13197,12992,205,Mismatch,Approved
INV0351,Rapid Components,2025-11-09,PO0351,7739,7426,313,Mismatch,Pending
INV0352,Prime Industries,2025-09-13,PO0352,18391,18318,73,Mismatch,Approved
INV0353,Vertex Industries,2026-01-16,PO0353,18818,18405,413,Mismatch,Pending
INV0354,Global Steel,2026-04-30,PO0354,12641,12190,451,Mismatch,Approved
INV0355,Industrial Parts,2025-09-29,PO0355,16873,16560,313,Mismatch,Pending
INV0356,Future Materials,2025-10-16,PO0356,14532,14326,206,Mismatch,On Hold
INV0357,Titan Supply,2026-03-12,PO0357,23175,22954,221,Mismatch,On Hold
INV0358,Future Materials,2025-12-20,PO0358,16695,16524,171,Mismatch,Pending
INV0359,ABC Metals,2025-09-06,PO0359,22048,21904,144,Mismatch,Pending
INV0360,Rapid Components,2026-06-08,PO0360,22595,22256,339,Mismatch,Approved
INV0361,Blue Manufacturing,2026-02-25,PO0361,12403,12264,139,Mismatch,Pending
INV0362,Global Steel,2026-04-01,PO0362,11069,10764,305,Mismatch,Approved
INV0363,Rapid Components,2025-08-30,PO0363,42777,42453,324,Mismatch,On Hold
INV0364,Future Materials,2026-07-12,PO0364,8953,8575,378,Mismatch,On Hold
INV0365,Global Steel,2025-07-15,PO0365,9259,9102,157,Mismatch,Approved
INV0366,Titan Supply,2025-08-29,PO0366,56716,56406,310,Mismatch,Pending
INV0367,Global Steel,2025-09-04,PO0367,7451,7332,119,Mismatch,Approved
INV0368,Prime Industries,2025-12-25,PO0368,28885,28512,373,Mismatch,On Hold
INV0369,Titan Supply,2026-04-11,PO0369,20016,19908,108,Mismatch,Pending
INV0370,Prime Industries,2025-08-17,PO0370,10513,10323,190,Mismatch,Pending
INV0371,Future Materials,2025-12-28,PO0371,18246,17748,498,Mismatch,Pending
INV0372,Rapid Components,2026-03-03,PO0372,12285,12075,210,Mismatch,On Hold
INV0373,Global Steel,2026-05-27,PO0373,26580,26100,480,Mismatch,Pending
INV0374,Global Steel,2026-02-06,PO0374,26240,26042,198,Mismatch,Approved
INV0375,Future Materials,2026-02-09,PO0375,36571,36090,481,Mismatch,On Hold
INV0376,Rapid Components,2025-12-10,PO0376,44288,44149,139,Mismatch,On Hold
INV0377,Global Steel,2026-02-12,PO0377,40822,40400,422,Mismatch,On Hold
INV0378,Global Steel,2025-09-16,PO0378,13769,13572,197,Mismatch,Approved
INV0379,Prime Industries,2025-10-18,PO0379,27458,27224,234,Mismatch,Pending
INV0380,Rapid Components,2025-11-21,PO0380,57950,57477,473,Mismatch,Pending
INV0381,Future Materials,2025-08-15,PO0381,6141,5911,230,Mismatch,Approved
INV0382,United Supplies,2025-10-17,PO0382,16850,16482,368,Mismatch,Pending
INV0383,Prime Industries,2025-12-08,PO0383,48097,47619,478,Mismatch,Approved
INV0384,Titan Supply,2026-02-25,PO0384,35521,35369,152,Mismatch,On Hold
INV0385,Vertex Industries,2026-02-02,PO0385,17119,16790,329,Mismatch,Approved
INV0386,Global Steel,2025-09-27,PO0386,14528,14256,272,Mismatch,On Hold
INV0387,United Supplies,2026-04-11,PO0387,19245,18901,344,Mismatch,Approved
INV0388,Industrial Parts,2026-03-07,PO0388,35712,35619,93,Mismatch,On Hold
INV0389,Vertex Industries,2026-02-22,PO0389,6337,6157,180,Mismatch,Approved
INV0390,Vertex Industries,2025-10-20,PO0390,2688,2444,244,Mismatch,On Hold
INV0391,Global Steel,2025-08-29,PO0391,19343,19104,239,Mismatch,Pending
INV0392,Vertex Industries,2026-01-13,PO0392,28732,28336,396,Mismatch,On Hold
INV0393,ABC Metals,2025-10-01,PO0393,10611,10125,486,Mismatch,Pending
INV0394,Titan Supply,2026-06-29,PO0394,5704,5538,166,Mismatch,Pending
INV0395,ABC Metals,2026-07-04,PO0395,2543,2440,103,Mismatch,Pending
INV0396,Prime Industries,2026-03-25,PO0396,19311,18876,435,Mismatch,Approved
INV0397,Future Materials,2025-08-10,PO0397,5863,5412,451,Mismatch,Approved
INV0398,Prime Industries,2025-12-04,PO0398,24113,23826,287,Mismatch,Approved
INV0399,ABC Metals,2026-04-05,PO0399,5453,5063,390,Mismatch,Pending
INV0400,Global Steel,2025-10-17,PO0400,23272,22848,424,Mismatch,Approved
INV0401,Industrial Parts,2026-01-13,PO0401,6513,6084,429,Mismatch,On Hold
INV0402,Global Steel,2025-10-16,PO0402,9338,8910,428,Mismatch,Pending
INV0403,Industrial Parts,2026-06-12,PO0403,1881,1400,481,Mismatch,On Hold
INV0404,Rapid Components,2025-10-08,PO0404,27959,27556,403,Mismatch,Approved
INV0405,Blue Manufacturing,2026-01-29,PO0405,22281,22116,165,Mismatch,On Hold
INV0406,Titan Supply,2025-12-08,PO0406,4697,4242,455,Mismatch,Approved
INV0407,ABC Metals,2026-04-22,PO0407,26288,26208,80,Mismatch,Pending
INV0408,Global Steel,2026-03-12,PO0408,28538,28200,338,Mismatch,Pending
INV0409,Titan Supply,2025-11-10,PO0409,54477,54395,82,Mismatch,On Hold
INV0410,Global Steel,2025-08-04,PO0410,5044,4674,370,Mismatch,Approved
INV0411,Prime Industries,2026-06-23,PO0411,29425,28980,445,Mismatch,Pending
INV0412,Global Steel,2025-08-15,PO0412,9619,9504,115,Mismatch,Pending
INV0413,Rapid Components,2025-12-16,PO0413,27202,27013,189,Mismatch,Pending
INV0414,Prime Industries,2026-04-22,PO0414,19381,18972,409,Mismatch,Pending
INV0415,Rapid Components,2026-04-23,PO0415,18912,18486,426,Mismatch,Approved
INV0416,Industrial Parts,2025-08-24,PO0416,7492,7068,424,Mismatch,On Hold
INV0417,Rapid Components,2026-01-01,PO0417,27560,27170,390,Mismatch,On Hold
INV0418,Blue Manufacturing,2026-06-07,PO0418,23207,22960,247,Mismatch,Approved
INV0419,Prime Industries,2025-11-23,PO0419,7545,7458,87,Mismatch,Approved
INV0420,Rapid Components,2026-04-11,PO0420,12954,12654,300,Mismatch,Pending
INV0421,Blue Manufacturing,2025-07-18,PO0421,5625,5304,321,Mismatch,On Hold
INV0422,Future Materials,2026-02-06,PO0422,14500,14350,150,Mismatch,Pending
INV0423,Titan Supply,2025-09-26,PO0423,37164,37072,92,Mismatch,Pending
INV0424,United Supplies,2026-03-20,PO0424,33928,33465,463,Mismatch,Pending
INV0425,Blue Manufacturing,2026-02-01,PO0425,3851,3680,171,Mismatch,On Hold
INV0426,Future Materials,2025-12-23,PO0426,42001,41586,415,Mismatch,On Hold
INV0427,ABC Metals,2026-01-05,PO0427,8830,8700,130,Mismatch,Pending
INV0428,Vertex Industries,2026-01-25,PO0428,34857,34560,297,Mismatch,On Hold
INV0429,Industrial Parts,2025-12-31,PO0429,15208,15120,88,Mismatch,Pending
INV0430,Vertex Industries,2025-08-04,PO0430,15031,14875,156,Mismatch,Pending
INV0431,Global Steel,2025-09-08,PO0431,32150,32092,58,Mismatch,Pending
INV0432,Prime Industries,2025-08-12,PO0432,20906,20470,436,Mismatch,Pending
INV0433,Prime Industries,2025-10-10,PO0433,22197,21840,357,Mismatch,Pending
INV0434,Global Steel,2025-07-28,PO0434,21754,21670,84,Mismatch,Pending
INV0435,Prime Industries,2025-12-15,PO0435,47695,47502,193,Mismatch,Approved
INV0436,ABC Metals,2026-04-28,PO0436,29967,29716,251,Mismatch,On Hold
INV0437,Blue Manufacturing,2026-01-04,PO0437,37131,36712,419,Mismatch,Pending
INV0438,Blue Manufacturing,2026-05-11,PO0438,25866,25748,118,Mismatch,Pending
INV0439,Vertex Industries,2026-01-24,PO0439,4124,3731,393,Mismatch,Approved
INV0440,United Supplies,2025-10-19,PO0440,43994,43500,494,Mismatch,Approved
INV0441,United Supplies,2025-09-22,PO0441,2564,2170,394,Mismatch,Approved
INV0442,Rapid Components,2026-01-18,PO0442,5118,4956,162,Mismatch,Approved
INV0443,Vertex Industries,2026-04-09,PO0443,17039,16898,141,Mismatch,On Hold
INV0444,Titan Supply,2026-01-20,PO0444,8603,8544,59,Mismatch,On Hold
INV0445,Vertex Industries,2025-08-28,PO0445,7552,7068,484,Mismatch,On Hold
INV0446,United Supplies,2026-06-07,PO0446,9881,9744,137,Mismatch,On Hold
INV0447,ABC Metals,2025-12-07,PO0447,13392,12920,472,Mismatch,Approved
INV0448,Rapid Components,2026-05-22,PO0448,29333,29189,144,Mismatch,Pending
INV0449,Blue Manufacturing,2025-10-20,PO0449,12786,12688,98,Mismatch,On Hold
INV0450,Prime Industries,2026-06-19,PO0450,47123,46864,259,Mismatch,Pending
INV0451,Titan Supply,2026-04-24,PO0451,31776,31360,416,Mismatch,On Hold
INV0452,Titan Supply,2025-11-02,PO0452,34421,34317,104,Mismatch,Approved
INV0453,ABC Metals,2025-07-15,PO0453,3432,3278,154,Mismatch,Approved
INV0454,Titan Supply,2026-04-17,PO0454,6231,6050,181,Mismatch,Pending
INV0455,Prime Industries,2026-05-22,PO0455,8864,8800,64,Mismatch,Approved
INV0456,Titan Supply,2025-10-14,PO0456,17887,17400,487,Mismatch,Approved
INV0457,Rapid Components,2026-01-15,PO0457,6863,6804,59,Mismatch,On Hold
INV0458,Industrial Parts,2025-08-26,PO0458,16136,15840,296,Mismatch,Approved
INV0459,Prime Industries,2025-10-27,PO0459,12687,12342,345,Mismatch,Approved
INV0460,Titan Supply,2026-06-28,PO0460,47740,47488,252,Mismatch,On Hold
INV0461,United Supplies,2025-12-23,PO0461,9912,9471,441,Mismatch,Pending
INV0462,Blue Manufacturing,2026-04-30,PO0462,33575,33300,275,Mismatch,Approved
INV0463,Blue Manufacturing,2026-03-17,PO0463,3175,2680,495,Mismatch,Approved
INV0464,United Supplies,2026-01-03,PO0464,4813,4428,385,Mismatch,Approved
INV0465,Titan Supply,2026-01-27,PO0465,57531,57112,419,Mismatch,Pending
INV0466,ABC Metals,2025-10-02,PO0466,4779,4488,291,Mismatch,On Hold
INV0467,United Supplies,2025-10-10,PO0467,3804,3680,124,Mismatch,Approved
INV0468,Blue Manufacturing,2026-06-26,PO0468,26503,26187,316,Mismatch,Approved
INV0469,United Supplies,2025-09-17,PO0469,5563,5088,475,Mismatch,On Hold
INV0470,Blue Manufacturing,2025-12-01,PO0470,45839,45344,495,Mismatch,Pending
INV0471,United Supplies,2025-10-05,PO0471,45702,45465,237,Mismatch,On Hold
INV0472,Industrial Parts,2025-08-22,PO0472,13239,12760,479,Mismatch,On Hold
INV0473,Blue Manufacturing,2026-03-15,PO0473,39487,39235,252,Mismatch,Pending
INV0474,Rapid Components,2026-01-18,PO0474,24791,24634,157,Mismatch,Approved
INV0475,Blue Manufacturing,2025-10-07,PO0475,12938,12600,338,Mismatch,Pending
INV0476,Prime Industries,2026-01-21,PO0476,40045,39690,355,Mismatch,Approved
INV0477,Global Steel,2025-12-23,PO0477,26100,25875,225,Mismatch,On Hold
INV0478,Global Steel,2026-01-29,PO0478,14990,14580,410,Mismatch,Approved
INV0479,Blue Manufacturing,2026-02-18,PO0479,5344,5152,192,Mismatch,On Hold
INV0480,Future Materials,2025-08-12,PO0480,22819,22484,335,Mismatch,Pending
INV0481,Future Materials,2026-05-09,PO0481,13388,13072,316,Mismatch,Approved
INV0482,Rapid Components,2025-10-23,PO0482,11450,11088,362,Mismatch,Pending
INV0483,Prime Industries,2025-07-30,PO0483,28307,27892,415,Mismatch,Pending
INV0484,Titan Supply,2025-12-14,PO0484,31075,30923,152,Mismatch,Approved
INV0485,Blue Manufacturing,2026-05-16,PO0485,13874,13608,266,Mismatch,On Hold
INV0486,Rapid Components,2026-03-15,PO0486,16168,15800,368,Mismatch,On Hold
INV0487,Industrial Parts,2025-09-15,PO0487,40331,39984,347,Mismatch,On Hold
INV0488,Global Steel,2026-04-02,PO0488,2280,2016,264,Mismatch,Pending
INV0489,Vertex Industries,2026-04-09,PO0489,17303,17220,83,Mismatch,Pending
INV0490,ABC Metals,2026-02-20,PO0490,52709,52316,393,Mismatch,On Hold
INV0491,Titan Supply,2025-10-07,PO0491,7427,7140,287,Mismatch,Approved
INV0492,Prime Industries,2025-10-03,PO0492,5121,4802,319,Mismatch,Approved
INV0493,Rapid Components,2026-02-16,PO0493,8808,8740,68,Mismatch,Pending
INV0494,Industrial Parts,2026-06-07,PO0494,9320,8820,500,Mismatch,On Hold
INV0495,Rapid Components,2026-03-01,PO0495,30893,30504,389,Mismatch,Pending
INV0496,Industrial Parts,2026-05-24,PO0496,47667,47268,399,Mismatch,On Hold
INV0497,ABC Metals,2025-12-30,PO0497,23596,23426,170,Mismatch,Approved
INV0498,Future Materials,2025-09-03,PO0498,26355,26136,219,Mismatch,On Hold
INV0499,Blue Manufacturing,2025-09-04,PO0499,6817,6336,481,Mismatch,Approved
INV0500,Future Materials,2026-02-10,PO0500,23867,23706,161,Mismatch,Pending
