Robot_ID,Robot_Model,Manufacturer,Axis_Count,Operating_Hours,Cycle_Count,Error_Code,Maintenance_Due,Status
Rob0315,Yaskawa Gp25,Fanuc,6,1802,253529,E101,2026-11-03,Idle
Rob0316,Kuka Kr10,Abb,6,13302,21737,E202,2026-09-17,Running
Rob0317,Fanuc M-20Id,Fanuc,6,9212,624017,Nan,2027-01-05,Maintenance
Rob0318,Abb Irb2600,Kuka,4,16241,850145,E101,2026-10-27,Idle
Rob0319,Yaskawa Gp25,Yaskawa,5,7516,113858,E101,2026-09-28,Stopped
Rob0320,Fanuc M-20Id,Abb,6,4660,544635,E101,2026-07-20,Running
Rob0321,Yaskawa Gp25,Fanuc,6,5897,269069,E310,2026-09-08,Maintenance
Rob0322,Abb Irb2600,Kuka,5,2455,798918,E310,2026-08-07,Running
Rob0323,Kuka Kr10,Yaskawa,4,6811,714282,E202,2026-07-18,Stopped
Rob0324,Yaskawa Gp25,Abb,6,4672,512651,E310,2026-07-14,Idle
Rob0325,Abb Irb2600,Kuka,5,2959,463762,Nan,2026-07-31,Stopped
Rob0326,Fanuc M-20Id,Fanuc,6,5269,820463,Nan,2027-01-05,Maintenance
Rob0327,Kuka Kr10,Yaskawa,5,15720,691749,E202,2026-09-03,Maintenance
Rob0328,Kuka Kr10,Kuka,5,17258,521482,E310,2026-11-22,Idle
Rob0329,Yaskawa Gp25,Kuka,4,16545,369042,Nan,2026-10-29,Maintenance
Rob0330,Kuka Kr10,Kuka,5,19978,548462,E101,2026-10-18,Maintenance
Rob0331,Kuka Kr10,Abb,6,6767,375442,E202,2026-12-26,Idle
Rob0332,Kuka Kr10,Yaskawa,5,9147,636797,E310,2026-09-08,Idle
Rob0333,Abb Irb2600,Kuka,4,12345,757237,E202,2026-11-18,Idle
Rob0334,Yaskawa Gp25,Abb,4,10050,679615,E101,2026-07-31,Idle
Rob0335,Kuka Kr10,Abb,6,16784,403214,E101,2026-12-14,Stopped
Rob0336,Yaskawa Gp25,Kuka,6,15543,573513,E202,2026-11-21,Idle
Rob0337,Kuka Kr10,Fanuc,5,4577,404853,E310,2026-08-28,Running
Rob0338,Fanuc M-20Id,Abb,5,16721,486851,E202,2026-11-21,Stopped
Rob0339,Abb Irb2600,Kuka,4,14515,668623,E310,2026-08-11,Running
Rob0340,Yaskawa Gp25,Yaskawa,5,10761,135246,E101,2026-10-11,Idle
Rob0341,Fanuc M-20Id,Kuka,4,1844,898327,Nan,2026-12-01,Maintenance
Rob0342,Fanuc M-20Id,Kuka,4,3642,789116,E310,2026-10-09,Idle
Rob0343,Fanuc M-20Id,Fanuc,4,4151,364005,E202,2026-07-14,Maintenance
Rob0344,Yaskawa Gp25,Abb,4,7723,658347,E202,2026-12-04,Maintenance
Rob0345,Abb Irb2600,Abb,4,18643,622494,E202,2026-11-28,Idle
Rob0346,Abb Irb2600,Yaskawa,4,18250,656233,Nan,2026-07-18,Idle
Rob0347,Fanuc M-20Id,Kuka,5,4581,110331,E101,2026-09-24,Stopped
Rob0348,Abb Irb2600,Abb,5,5927,191973,E101,2026-09-21,Maintenance
Rob0349,Fanuc M-20Id,Fanuc,4,10608,466333,E310,2026-09-21,Stopped
Rob0350,Abb Irb2600,Abb,4,3186,438379,E310,2026-09-20,Stopped
Rob0351,Abb Irb2600,Yaskawa,6,12957,34145,E202,2026-11-03,Idle
Rob0352,Yaskawa Gp25,Yaskawa,6,11716,347725,Nan,2026-12-04,Stopped
Rob0353,Yaskawa Gp25,Yaskawa,6,7232,401078,E101,2026-10-31,Running
Rob0354,Yaskawa Gp25,Abb,5,7287,238514,E202,2026-08-29,Maintenance
Rob0355,Yaskawa Gp25,Kuka,4,10024,252111,E310,2026-08-13,Stopped
Rob0356,Fanuc M-20Id,Abb,6,2619,484214,Nan,2026-10-22,Stopped
Rob0357,Kuka Kr10,Kuka,5,1171,524806,E310,2026-07-25,Stopped
Rob0358,Yaskawa Gp25,Fanuc,5,8853,375145,E101,2026-08-01,Maintenance
Rob0359,Kuka Kr10,Kuka,5,5680,186728,E101,2026-09-05,Idle
Rob0360,Fanuc M-20Id,Yaskawa,5,2072,807662,E101,2026-12-10,Running
Rob0361,Abb Irb2600,Fanuc,6,18614,62497,E202,2026-11-02,Running
Rob0362,Kuka Kr10,Yaskawa,4,10106,158514,E310,2026-10-18,Maintenance
Rob0363,Abb Irb2600,Abb,5,10710,184722,Nan,2026-11-07,Idle
Rob0364,Fanuc M-20Id,Fanuc,6,6265,312244,E310,2026-08-15,Stopped
Rob0365,Abb Irb2600,Abb,4,6902,641907,Nan,2026-09-18,Running
Rob0366,Fanuc M-20Id,Kuka,4,17996,140167,E310,2026-09-08,Maintenance
Rob0367,Abb Irb2600,Abb,6,6621,267579,Nan,2026-11-17,Maintenance
Rob0368,Abb Irb2600,Kuka,6,1178,535245,Nan,2026-08-03,Stopped
Rob0369,Abb Irb2600,Abb,4,15870,173482,E101,2026-11-30,Idle
Rob0370,Kuka Kr10,Kuka,5,8554,487043,E101,2026-11-21,Running
Rob0371,Abb Irb2600,Abb,6,1885,80332,E310,2026-12-02,Idle
Rob0372,Fanuc M-20Id,Kuka,5,17830,847642,E310,2026-12-05,Stopped
Rob0373,Yaskawa Gp25,Yaskawa,6,17528,381128,E310,2026-10-18,Maintenance
Rob0374,Yaskawa Gp25,Abb,6,16875,142372,Nan,2026-08-08,Idle
Rob0375,Fanuc M-20Id,Kuka,5,4285,643754,E310,2026-08-24,Stopped
Rob0376,Yaskawa Gp25,Kuka,5,1282,339824,E310,2026-11-04,Idle
Rob0377,Fanuc M-20Id,Abb,5,5322,481796,E101,2026-11-08,Maintenance
Rob0378,Yaskawa Gp25,Abb,4,1036,248101,E310,2026-08-28,Maintenance
Rob0379,Yaskawa Gp25,Yaskawa,5,15743,399616,E101,2026-09-29,Stopped
Rob0380,Abb Irb2600,Yaskawa,4,8540,162607,Nan,2026-12-14,Maintenance
Rob0381,Kuka Kr10,Fanuc,5,15740,415334,E310,2026-09-27,Running
Rob0382,Kuka Kr10,Kuka,6,18575,510284,Nan,2026-08-07,Stopped
Rob0383,Fanuc M-20Id,Kuka,5,6839,335416,E101,2026-10-03,Running
Rob0384,Fanuc M-20Id,Abb,6,18902,292705,Nan,2027-01-07,Running
Rob0385,Abb Irb2600,Kuka,4,15191,433008,E202,2026-09-14,Stopped
Rob0386,Kuka Kr10,Kuka,5,12557,63389,Nan,2026-12-16,Stopped
Rob0387,Yaskawa Gp25,Yaskawa,6,1684,708687,Nan,2026-12-26,Idle
Rob0388,Yaskawa Gp25,Kuka,6,14913,776980,E202,2026-09-30,Idle
Rob0389,Abb Irb2600,Abb,4,13079,299155,E310,2026-07-19,Idle
Rob0390,Fanuc M-20Id,Fanuc,5,896,149399,E101,2026-11-23,Stopped
Rob0391,Abb Irb2600,Yaskawa,4,14489,583629,E202,2026-09-04,Idle
Rob0392,Fanuc M-20Id,Fanuc,4,1727,288404,E310,2026-12-03,Running
Rob0393,Abb Irb2600,Yaskawa,4,16670,129786,Nan,2026-10-28,Stopped
Rob0394,Kuka Kr10,Kuka,5,8956,615073,E202,2026-10-09,Maintenance
Rob0395,Abb Irb2600,Kuka,6,8537,247186,Nan,2026-09-21,Stopped
Rob0396,Yaskawa Gp25,Kuka,5,17173,325169,E310,2026-09-08,Stopped
Rob0397,Fanuc M-20Id,Kuka,5,3989,874098,E101,2026-12-21,Idle
Rob0398,Abb Irb2600,Abb,5,5521,113386,E202,2026-10-14,Stopped
Rob0399,Yaskawa Gp25,Yaskawa,6,11353,323612,Nan,2027-01-06,Idle
Rob0400,Abb Irb2600,Yaskawa,6,2673,822610,E202,2026-08-04,Running
Rob0401,Yaskawa Gp25,Yaskawa,5,5547,444344,E310,2026-10-14,Running
Rob0402,Kuka Kr10,Kuka,4,10592,257130,E310,2026-08-31,Stopped
Rob0403,Yaskawa Gp25,Abb,5,14593,256532,E202,2026-12-19,Idle
Rob0404,Abb Irb2600,Kuka,4,11219,632273,E310,2026-10-24,Running
Rob0405,Fanuc M-20Id,Fanuc,4,778,167334,E310,2026-10-01,Stopped
Rob0406,Fanuc M-20Id,Abb,4,568,504097,E101,2026-12-20,Running
Rob0407,Abb Irb2600,Kuka,5,12206,708412,Nan,2026-10-08,Running
Rob0408,Abb Irb2600,Kuka,5,3775,50833,Nan,2026-09-12,Running
Rob0409,Fanuc M-20Id,Abb,4,13307,874226,E310,2026-11-07,Running
Rob0410,Kuka Kr10,Kuka,6,17738,85165,E202,2026-09-14,Idle
Rob0411,Fanuc M-20Id,Yaskawa,6,9019,175039,Nan,2026-11-11,Stopped
Rob0412,Abb Irb2600,Kuka,4,13390,365108,E101,2026-07-25,Stopped
Rob0413,Yaskawa Gp25,Kuka,6,10540,317917,E310,2026-09-20,Stopped
Rob0414,Abb Irb2600,Kuka,6,11202,230774,E101,2026-12-20,Stopped
Rob0415,Abb Irb2600,Abb,4,3103,71601,Nan,2026-08-09,Idle
Rob0416,Fanuc M-20Id,Yaskawa,4,5393,767878,Nan,2026-12-13,Maintenance
Rob0417,Kuka Kr10,Kuka,6,8339,763549,E310,2026-12-03,Stopped
Rob0418,Yaskawa Gp25,Fanuc,6,18591,774810,E202,2026-09-29,Idle
Rob0419,Yaskawa Gp25,Fanuc,5,5629,419777,E101,2026-10-14,Maintenance
Rob0420,Fanuc M-20Id,Fanuc,4,8763,418482,E101,2026-08-14,Stopped
Rob0421,Yaskawa Gp25,Yaskawa,6,11103,481452,E101,2026-08-12,Maintenance
Rob0422,Yaskawa Gp25,Kuka,6,6528,17800,E101,2026-12-15,Maintenance
Rob0423,Yaskawa Gp25,Fanuc,5,11462,165365,Nan,2026-08-30,Idle
Rob0424,Abb Irb2600,Yaskawa,5,7127,765797,E101,2026-09-03,Stopped
Rob0425,Fanuc M-20Id,Fanuc,6,12320,755920,E202,2027-01-01,Maintenance
Rob0426,Kuka Kr10,Fanuc,4,16320,819047,E101,2026-11-20,Idle
Rob0427,Abb Irb2600,Kuka,6,17047,296728,E310,2026-12-10,Idle
Rob0428,Yaskawa Gp25,Fanuc,5,19865,583700,E202,2026-09-03,Stopped
Rob0429,Fanuc M-20Id,Kuka,5,1087,437123,Nan,2026-08-27,Stopped
Rob0430,Yaskawa Gp25,Yaskawa,6,19239,252163,E202,2026-12-17,Idle
Rob0431,Yaskawa Gp25,Kuka,5,1768,866410,E101,2026-08-23,Maintenance
Rob0432,Yaskawa Gp25,Kuka,4,17891,250355,Nan,2026-11-28,Idle
Rob0433,Yaskawa Gp25,Abb,5,573,460898,Nan,2026-09-26,Running
Rob0434,Kuka Kr10,Yaskawa,4,16941,778344,E202,2026-09-11,Running
Rob0435,Yaskawa Gp25,Abb,6,18599,311525,Nan,2026-08-15,Idle
Rob0436,Yaskawa Gp25,Kuka,4,18360,697973,E101,2026-07-20,Running
Rob0437,Yaskawa Gp25,Fanuc,5,8547,513174,Nan,2026-12-24,Running
Rob0438,Abb Irb2600,Kuka,4,10078,714444,E202,2026-11-28,Stopped
Rob0439,Abb Irb2600,Yaskawa,4,5870,388986,Nan,2026-12-07,Maintenance
Rob0440,Kuka Kr10,Fanuc,4,5597,137339,Nan,2026-12-26,Idle
Rob0441,Fanuc M-20Id,Kuka,4,4214,812056,E310,2026-09-07,Maintenance
Rob0442,Fanuc M-20Id,Yaskawa,6,4500,514618,E202,2026-09-03,Running
Rob0443,Kuka Kr10,Fanuc,5,6280,416722,E101,2026-11-03,Maintenance
Rob0444,Fanuc M-20Id,Fanuc,4,5817,162895,E202,2026-12-21,Idle
Rob0445,Abb Irb2600,Yaskawa,6,12014,41236,E202,2026-10-31,Stopped
Rob0446,Yaskawa Gp25,Fanuc,6,13687,232675,E101,2026-08-25,Idle
Rob0447,Yaskawa Gp25,Fanuc,6,7930,885048,E310,2026-12-17,Stopped
Rob0448,Yaskawa Gp25,Kuka,6,12587,218785,Nan,2026-12-12,Running
Rob0449,Yaskawa Gp25,Abb,4,19208,382686,Nan,2026-08-27,Maintenance
Rob0450,Kuka Kr10,Yaskawa,6,743,340479,E310,2026-10-08,Running
Rob0451,Abb Irb2600,Fanuc,6,17556,598683,Nan,2026-12-01,Idle
Rob0452,Yaskawa Gp25,Yaskawa,6,18574,771165,E202,2026-09-13,Running
Rob0453,Fanuc M-20Id,Kuka,4,10725,573170,E310,2026-12-15,Maintenance
Rob0454,Fanuc M-20Id,Fanuc,4,10337,707118,E101,2026-09-07,Maintenance
Rob0455,Yaskawa Gp25,Abb,5,11639,442044,Nan,2026-08-01,Maintenance
Rob0456,Fanuc M-20Id,Yaskawa,5,10324,436635,Nan,2026-11-15,Running
Rob0457,Kuka Kr10,Kuka,4,3549,154100,Nan,2026-08-01,Maintenance
Rob0458,Fanuc M-20Id,Fanuc,5,11437,343774,Nan,2026-12-12,Idle
Rob0459,Abb Irb2600,Fanuc,4,2108,299946,E202,2026-10-06,Running
Rob0460,Kuka Kr10,Kuka,4,13726,798845,Nan,2026-10-25,Maintenance
Rob0461,Yaskawa Gp25,Fanuc,6,11420,292117,Nan,2026-07-27,Idle
Rob0462,Fanuc M-20Id,Fanuc,6,631,122018,E310,2026-10-23,Running
Rob0463,Yaskawa Gp25,Kuka,5,18259,122083,E202,2026-10-11,Idle
Rob0464,Abb Irb2600,Fanuc,5,6017,204122,Nan,2026-08-21,Running
Rob0465,Yaskawa Gp25,Abb,6,4650,187596,E101,2026-10-13,Stopped
Rob0466,Fanuc M-20Id,Kuka,6,6645,526583,E101,2026-11-19,Running
Rob0467,Yaskawa Gp25,Abb,6,13228,211821,E202,2026-10-17,Maintenance
Rob0468,Abb Irb2600,Yaskawa,6,13985,616424,E202,2026-12-17,Maintenance
Rob0469,Abb Irb2600,Fanuc,6,14269,277386,E310,2026-09-22,Running
Rob0470,Fanuc M-20Id,Yaskawa,6,6764,793061,E202,2026-12-01,Idle
Rob0471,Abb Irb2600,Fanuc,6,8652,148882,Nan,2026-07-28,Idle
Rob0472,Abb Irb2600,Fanuc,6,2865,727297,E310,2027-01-04,Idle
Rob0473,Abb Irb2600,Kuka,4,19327,12954,E101,2026-09-03,Running
Rob0474,Fanuc M-20Id,Yaskawa,4,11685,226356,E310,2026-08-01,Idle
Rob0475,Abb Irb2600,Fanuc,5,11153,441097,E310,2026-11-17,Maintenance
Rob0476,Yaskawa Gp25,Abb,6,5281,226826,E310,2026-10-30,Maintenance
Rob0477,Abb Irb2600,Abb,5,16520,297202,E310,2026-10-24,Running
Rob0478,Kuka Kr10,Fanuc,5,15690,176309,Nan,2026-11-26,Running
Rob0479,Yaskawa Gp25,Kuka,4,14046,125780,E202,2026-11-23,Idle
Rob0480,Kuka Kr10,Kuka,4,14464,816411,Nan,2026-12-06,Stopped
Rob0481,Fanuc M-20Id,Yaskawa,5,10435,685545,E101,2026-09-16,Stopped
Rob0482,Abb Irb2600,Kuka,5,13299,292737,E101,2026-10-16,Stopped
Rob0483,Abb Irb2600,Yaskawa,4,1061,828946,E101,2026-12-05,Stopped
Rob0484,Yaskawa Gp25,Abb,6,17201,683068,E101,2027-01-06,Running
Rob0485,Kuka Kr10,Kuka,6,8849,733420,Nan,2026-08-27,Maintenance
Rob0486,Kuka Kr10,Yaskawa,4,2563,604706,Nan,2026-09-07,Idle
Rob0487,Kuka Kr10,Kuka,4,18717,653400,E101,2027-01-05,Stopped
Rob0488,Fanuc M-20Id,Abb,4,11227,815823,E310,2026-11-27,Maintenance
Rob0489,Fanuc M-20Id,Yaskawa,4,6639,123735,E202,2026-08-06,Stopped
Rob0490,Kuka Kr10,Kuka,6,7036,669393,E310,2026-11-16,Maintenance
Rob0491,Fanuc M-20Id,Yaskawa,5,6931,266779,E202,2026-09-08,Running
Rob0492,Kuka Kr10,Kuka,5,8402,568352,E202,2026-12-20,Stopped
Rob0493,Abb Irb2600,Yaskawa,6,1038,733233,Nan,2026-12-06,Running
Rob0494,Abb Irb2600,Abb,5,1937,224915,E310,2026-09-23,Stopped
Rob0495,Fanuc M-20Id,Fanuc,6,18475,472716,E101,2026-10-09,Idle
Rob0496,Abb Irb2600,Abb,5,3673,48394,E202,2026-11-30,Running
Rob0497,Yaskawa Gp25,Fanuc,5,19788,481688,E101,2026-08-22,Running
Rob0498,Kuka Kr10,Abb,6,4392,108052,E202,2026-10-25,Idle
Rob0499,Fanuc M-20Id,Yaskawa,6,9579,577358,E101,2026-10-07,Running
Rob0500,Yaskawa Gp25,Abb,5,11337,114955,Nan,2026-10-17,Idle
