Sensor_ID,System_ID,Sensor_Type,Location,Reading,Unit,Status,Calibration_Date
Sen0323,Sys0197,Proximity,Austin Plant,72.04,L/Min,Active,2026-06-12
Sen0324,Sys0137,Flow,Phoenix Plant,31.24,°C,Inactive,2026-04-15
Sen0325,Sys0006,Pressure,Phoenix Plant,33.8,L/Min,Active,2025-08-01
Sen0326,Sys0082,Humidity,Phoenix Plant,76.0,L/Min,Inactive,2026-05-01
Sen0327,Sys0278,Proximity,Austin Plant,0.03,Psi,Inactive,2026-05-24
Sen0328,Sys0274,Flow,Phoenix Plant,69.67,Psi,Active,2025-07-14
Sen0329,Sys0451,Flow,Austin Plant,98.5,L/Min,Inactive,2026-07-12
Sen0330,Sys0078,Proximity,Chicago Plant,60.19,°C,Inactive,2025-12-14
Sen0331,Sys0012,Proximity,Dallas Plant,8.92,°C,Active,2026-01-08
Sen0332,Sys0425,Temperature,Phoenix Plant,89.61,Psi,Inactive,2026-03-16
Sen0333,Sys0339,Proximity,Austin Plant,99.86,Psi,Inactive,2025-11-17
Sen0334,Sys0056,Pressure,Austin Plant,47.51,L/Min,Active,2025-09-06
Sen0335,Sys0175,Pressure,Austin Plant,4.38,%,Inactive,2025-09-15
Sen0336,Sys0285,Proximity,Dallas Plant,40.06,°C,Active,2025-09-23
Sen0337,Sys0185,Humidity,Houston Plant,49.56,%,Active,2026-01-07
Sen0338,Sys0316,Temperature,Chicago Plant,31.79,°C,Active,2025-08-16
Sen0339,Sys0357,Humidity,Houston Plant,2.83,L/Min,Inactive,2026-05-08
Sen0340,Sys0433,Temperature,Chicago Plant,75.56,L/Min,Active,2026-01-27
Sen0341,Sys0396,Proximity,Austin Plant,70.02,°C,Active,2026-05-26
Sen0342,Sys0444,Flow,Chicago Plant,83.33,Psi,Active,2025-12-06
Sen0343,Sys0140,Temperature,Chicago Plant,27.09,°C,Active,2026-01-01
Sen0344,Sys0430,Humidity,Phoenix Plant,18.47,L/Min,Inactive,2026-02-03
Sen0345,Sys0485,Humidity,Phoenix Plant,42.22,Psi,Inactive,2026-03-09
Sen0346,Sys0357,Proximity,Phoenix Plant,44.03,L/Min,Inactive,2025-12-23
Sen0347,Sys0353,Temperature,Houston Plant,34.03,%,Inactive,2025-07-24
Sen0348,Sys0412,Temperature,Dallas Plant,12.41,Psi,Active,2026-04-03
Sen0349,Sys0030,Flow,Houston Plant,24.64,L/Min,Active,2025-11-15
Sen0350,Sys0180,Temperature,Dallas Plant,47.45,L/Min,Active,2025-08-03
Sen0351,Sys0117,Proximity,Phoenix Plant,75.27,L/Min,Active,2026-03-13
Sen0352,Sys0216,Humidity,Austin Plant,41.08,Psi,Active,2025-10-30
Sen0353,Sys0264,Proximity,Houston Plant,32.77,°C,Inactive,2025-07-24
Sen0354,Sys0249,Temperature,Dallas Plant,2.48,%,Active,2025-08-30
Sen0355,Sys0153,Proximity,Phoenix Plant,25.02,°C,Inactive,2026-05-29
Sen0356,Sys0472,Flow,Chicago Plant,68.24,%,Inactive,2026-05-12
Sen0357,Sys0221,Flow,Chicago Plant,5.0,L/Min,Inactive,2026-05-30
Sen0358,Sys0083,Temperature,Houston Plant,31.47,%,Inactive,2025-11-28
Sen0359,Sys0388,Flow,Houston Plant,53.75,°C,Inactive,2026-03-24
Sen0360,Sys0401,Humidity,Houston Plant,96.48,Psi,Active,2026-02-28
Sen0361,Sys0218,Pressure,Austin Plant,85.7,%,Inactive,2025-07-27
Sen0362,Sys0410,Flow,Chicago Plant,78.33,Psi,Inactive,2026-07-02
Sen0363,Sys0173,Humidity,Dallas Plant,10.84,%,Inactive,2025-11-13
Sen0364,Sys0118,Temperature,Dallas Plant,69.48,L/Min,Active,2025-12-04
Sen0365,Sys0439,Pressure,Dallas Plant,17.49,%,Active,2026-07-07
Sen0366,Sys0494,Flow,Chicago Plant,96.43,L/Min,Inactive,2025-11-07
Sen0367,Sys0160,Flow,Austin Plant,76.38,°C,Inactive,2025-10-27
Sen0368,Sys0015,Temperature,Dallas Plant,17.69,°C,Active,2025-12-25
Sen0369,Sys0191,Proximity,Houston Plant,53.34,L/Min,Active,2025-09-08
Sen0370,Sys0004,Proximity,Dallas Plant,10.83,L/Min,Inactive,2026-02-23
Sen0371,Sys0365,Flow,Phoenix Plant,12.79,°C,Active,2026-06-15
Sen0372,Sys0296,Proximity,Houston Plant,44.41,°C,Inactive,2026-01-13
Sen0373,Sys0229,Pressure,Chicago Plant,79.25,Psi,Inactive,2025-08-01
Sen0374,Sys0039,Pressure,Dallas Plant,91.95,°C,Active,2026-04-18
Sen0375,Sys0271,Humidity,Austin Plant,73.54,L/Min,Inactive,2026-04-04
Sen0376,Sys0117,Flow,Houston Plant,69.64,L/Min,Active,2026-02-17
Sen0377,Sys0237,Proximity,Houston Plant,97.37,Psi,Inactive,2025-07-13
Sen0378,Sys0136,Proximity,Austin Plant,30.98,°C,Active,2025-09-14
Sen0379,Sys0258,Humidity,Houston Plant,36.2,%,Active,2025-07-18
Sen0380,Sys0017,Flow,Houston Plant,30.55,%,Inactive,2026-03-01
Sen0381,Sys0334,Flow,Houston Plant,73.98,Psi,Active,2026-05-05
Sen0382,Sys0058,Pressure,Austin Plant,15.42,L/Min,Inactive,2025-12-30
Sen0383,Sys0395,Proximity,Phoenix Plant,76.53,L/Min,Active,2026-01-21
Sen0384,Sys0231,Flow,Chicago Plant,76.42,Psi,Inactive,2025-09-23
Sen0385,Sys0331,Pressure,Chicago Plant,16.97,Psi,Inactive,2026-02-04
Sen0386,Sys0351,Pressure,Dallas Plant,89.77,%,Active,2025-09-02
Sen0387,Sys0336,Proximity,Dallas Plant,80.12,°C,Inactive,2025-12-01
Sen0388,Sys0493,Pressure,Dallas Plant,25.49,Psi,Active,2025-11-18
Sen0389,Sys0198,Proximity,Austin Plant,32.5,Psi,Inactive,2025-12-30
Sen0390,Sys0320,Pressure,Houston Plant,84.78,%,Active,2025-08-02
Sen0391,Sys0019,Temperature,Phoenix Plant,6.91,L/Min,Inactive,2025-09-27
Sen0392,Sys0243,Proximity,Houston Plant,51.42,°C,Inactive,2025-12-19
Sen0393,Sys0177,Pressure,Houston Plant,25.41,%,Inactive,2025-11-08
Sen0394,Sys0135,Flow,Dallas Plant,82.59,Psi,Inactive,2025-11-02
Sen0395,Sys0353,Temperature,Chicago Plant,60.28,Psi,Inactive,2025-08-05
Sen0396,Sys0361,Proximity,Dallas Plant,1.56,%,Active,2025-08-21
Sen0397,Sys0330,Proximity,Dallas Plant,14.71,L/Min,Inactive,2025-09-12
Sen0398,Sys0448,Proximity,Chicago Plant,80.39,L/Min,Active,2026-04-14
Sen0399,Sys0454,Proximity,Dallas Plant,30.61,%,Inactive,2026-07-05
Sen0400,Sys0297,Pressure,Chicago Plant,10.47,L/Min,Active,2026-03-21
Sen0401,Sys0130,Flow,Austin Plant,3.64,°C,Inactive,2025-11-08
Sen0402,Sys0364,Humidity,Austin Plant,26.78,Psi,Active,2026-04-15
Sen0403,Sys0304,Flow,Austin Plant,52.15,Psi,Active,2026-05-28
Sen0404,Sys0078,Temperature,Phoenix Plant,50.0,L/Min,Active,2025-09-23
Sen0405,Sys0484,Proximity,Austin Plant,98.34,°C,Active,2025-09-01
Sen0406,Sys0086,Pressure,Dallas Plant,4.48,°C,Active,2025-11-16
Sen0407,Sys0095,Pressure,Austin Plant,88.9,°C,Active,2026-03-28
Sen0408,Sys0355,Proximity,Chicago Plant,46.13,L/Min,Active,2025-10-27
Sen0409,Sys0024,Temperature,Phoenix Plant,84.13,L/Min,Inactive,2026-02-25
Sen0410,Sys0063,Temperature,Phoenix Plant,8.36,%,Active,2025-12-07
Sen0411,Sys0191,Flow,Dallas Plant,28.88,Psi,Inactive,2026-02-07
Sen0412,Sys0476,Humidity,Austin Plant,64.12,°C,Active,2025-07-25
Sen0413,Sys0403,Flow,Houston Plant,42.11,Psi,Active,2026-03-25
Sen0414,Sys0162,Humidity,Chicago Plant,86.64,%,Active,2025-10-11
Sen0415,Sys0018,Temperature,Austin Plant,73.33,°C,Inactive,2025-10-24
Sen0416,Sys0428,Flow,Austin Plant,0.35,%,Inactive,2026-04-02
Sen0417,Sys0488,Proximity,Chicago Plant,43.75,°C,Inactive,2025-08-04
Sen0418,Sys0011,Temperature,Chicago Plant,43.29,L/Min,Inactive,2026-02-28
Sen0419,Sys0138,Temperature,Dallas Plant,1.3,L/Min,Inactive,2025-12-31
Sen0420,Sys0154,Temperature,Dallas Plant,70.41,Psi,Inactive,2026-02-14
Sen0421,Sys0001,Flow,Phoenix Plant,32.39,L/Min,Inactive,2026-04-01
Sen0422,Sys0396,Proximity,Chicago Plant,4.2,°C,Inactive,2025-07-18
Sen0423,Sys0396,Proximity,Austin Plant,42.99,Psi,Inactive,2025-11-30
Sen0424,Sys0284,Pressure,Chicago Plant,53.43,L/Min,Active,2025-10-12
Sen0425,Sys0199,Proximity,Chicago Plant,78.49,Psi,Inactive,2025-08-27
Sen0426,Sys0286,Proximity,Phoenix Plant,89.77,°C,Inactive,2025-09-10
Sen0427,Sys0271,Flow,Phoenix Plant,7.26,°C,Inactive,2026-03-20
Sen0428,Sys0412,Proximity,Chicago Plant,18.06,L/Min,Active,2026-01-05
Sen0429,Sys0292,Flow,Chicago Plant,2.34,Psi,Active,2026-01-02
Sen0430,Sys0012,Temperature,Austin Plant,43.16,%,Inactive,2025-11-30
Sen0431,Sys0435,Proximity,Phoenix Plant,55.91,Psi,Inactive,2025-09-17
Sen0432,Sys0008,Humidity,Dallas Plant,55.33,°C,Inactive,2026-04-29
Sen0433,Sys0479,Pressure,Dallas Plant,78.4,%,Inactive,2026-03-10
Sen0434,Sys0262,Humidity,Dallas Plant,46.06,L/Min,Inactive,2026-05-13
Sen0435,Sys0362,Temperature,Austin Plant,48.83,L/Min,Active,2026-06-14
Sen0436,Sys0402,Temperature,Dallas Plant,54.18,Psi,Inactive,2025-09-09
Sen0437,Sys0048,Proximity,Phoenix Plant,40.28,Psi,Inactive,2026-06-11
Sen0438,Sys0137,Pressure,Austin Plant,14.09,L/Min,Inactive,2026-07-04
Sen0439,Sys0263,Proximity,Dallas Plant,44.93,%,Inactive,2025-09-19
Sen0440,Sys0137,Pressure,Dallas Plant,82.33,%,Inactive,2025-11-17
Sen0441,Sys0191,Flow,Dallas Plant,31.9,Psi,Active,2025-08-13
Sen0442,Sys0433,Proximity,Austin Plant,12.63,%,Inactive,2026-04-20
Sen0443,Sys0426,Temperature,Phoenix Plant,1.81,°C,Active,2026-02-04
Sen0444,Sys0324,Flow,Austin Plant,92.53,%,Inactive,2025-09-25
Sen0445,Sys0141,Temperature,Chicago Plant,17.17,Psi,Inactive,2025-07-29
Sen0446,Sys0434,Flow,Austin Plant,50.31,%,Inactive,2026-03-13
Sen0447,Sys0003,Temperature,Dallas Plant,48.55,Psi,Active,2025-12-06
Sen0448,Sys0353,Humidity,Chicago Plant,24.04,Psi,Inactive,2025-09-27
Sen0449,Sys0038,Flow,Phoenix Plant,92.42,%,Active,2025-12-12
Sen0450,Sys0247,Temperature,Dallas Plant,78.63,°C,Active,2026-05-09
Sen0451,Sys0060,Proximity,Houston Plant,97.47,Psi,Inactive,2025-07-27
Sen0452,Sys0454,Temperature,Dallas Plant,31.5,L/Min,Active,2026-03-08
Sen0453,Sys0383,Temperature,Houston Plant,22.74,L/Min,Active,2026-03-12
Sen0454,Sys0421,Proximity,Austin Plant,19.96,°C,Inactive,2025-12-17
Sen0455,Sys0037,Flow,Phoenix Plant,31.39,°C,Active,2025-09-16
Sen0456,Sys0490,Flow,Houston Plant,90.61,°C,Inactive,2025-08-03
Sen0457,Sys0288,Humidity,Houston Plant,22.7,Psi,Inactive,2026-05-06
Sen0458,Sys0212,Proximity,Phoenix Plant,57.31,L/Min,Inactive,2026-05-23
Sen0459,Sys0068,Proximity,Houston Plant,27.9,L/Min,Active,2025-07-14
Sen0460,Sys0212,Temperature,Phoenix Plant,79.3,Psi,Inactive,2026-03-13
Sen0461,Sys0104,Humidity,Phoenix Plant,8.26,°C,Active,2025-08-13
Sen0462,Sys0133,Humidity,Dallas Plant,15.37,L/Min,Active,2026-06-05
Sen0463,Sys0351,Pressure,Dallas Plant,46.83,%,Active,2025-10-03
Sen0464,Sys0498,Humidity,Chicago Plant,25.6,Psi,Inactive,2026-07-03
Sen0465,Sys0447,Pressure,Chicago Plant,52.99,L/Min,Inactive,2026-05-03
Sen0466,Sys0280,Flow,Dallas Plant,74.53,L/Min,Active,2025-12-01
Sen0467,Sys0302,Proximity,Austin Plant,98.97,%,Inactive,2026-05-31
Sen0468,Sys0477,Proximity,Phoenix Plant,19.52,%,Active,2026-06-04
Sen0469,Sys0163,Pressure,Chicago Plant,92.11,%,Inactive,2026-01-29
Sen0470,Sys0469,Pressure,Phoenix Plant,4.74,%,Active,2026-05-10
Sen0471,Sys0229,Flow,Houston Plant,70.47,L/Min,Inactive,2025-09-12
Sen0472,Sys0230,Proximity,Houston Plant,35.24,%,Inactive,2026-02-13
Sen0473,Sys0082,Pressure,Phoenix Plant,18.28,°C,Active,2025-07-24
Sen0474,Sys0277,Humidity,Houston Plant,10.71,L/Min,Inactive,2025-12-14
Sen0475,Sys0375,Temperature,Phoenix Plant,10.17,Psi,Active,2025-12-31
Sen0476,Sys0487,Temperature,Dallas Plant,46.27,L/Min,Active,2026-07-02
Sen0477,Sys0308,Temperature,Austin Plant,32.85,%,Inactive,2025-12-18
Sen0478,Sys0350,Flow,Dallas Plant,68.67,Psi,Active,2026-01-31
Sen0479,Sys0325,Temperature,Chicago Plant,71.71,%,Active,2026-06-01
Sen0480,Sys0162,Humidity,Dallas Plant,68.26,°C,Active,2026-03-23
Sen0481,Sys0342,Pressure,Austin Plant,43.77,%,Inactive,2025-08-14
Sen0482,Sys0447,Temperature,Dallas Plant,15.79,L/Min,Active,2025-09-12
Sen0483,Sys0041,Humidity,Dallas Plant,33.73,Psi,Inactive,2026-06-28
Sen0484,Sys0495,Proximity,Houston Plant,44.02,%,Active,2026-05-14
Sen0485,Sys0225,Humidity,Dallas Plant,95.59,L/Min,Active,2026-05-05
Sen0486,Sys0392,Flow,Austin Plant,84.45,L/Min,Active,2026-05-04
Sen0487,Sys0477,Humidity,Phoenix Plant,67.41,°C,Active,2025-09-07
Sen0488,Sys0342,Temperature,Dallas Plant,0.97,L/Min,Inactive,2026-06-25
Sen0489,Sys0491,Proximity,Austin Plant,96.98,°C,Active,2026-04-06
Sen0490,Sys0354,Proximity,Dallas Plant,0.3,%,Active,2025-07-16
Sen0491,Sys0481,Temperature,Austin Plant,42.84,%,Active,2026-02-08
Sen0492,Sys0037,Proximity,Houston Plant,62.69,°C,Active,2026-01-21
Sen0493,Sys0335,Humidity,Phoenix Plant,61.66,Psi,Inactive,2025-12-08
Sen0494,Sys0178,Pressure,Houston Plant,68.6,%,Active,2026-02-02
Sen0495,Sys0024,Humidity,Chicago Plant,7.07,°C,Inactive,2026-03-24
Sen0496,Sys0494,Flow,Phoenix Plant,94.06,°C,Active,2025-11-10
Sen0497,Sys0204,Proximity,Chicago Plant,94.29,°C,Active,2026-06-16
Sen0498,Sys0280,Flow,Chicago Plant,47.75,°C,Active,2026-04-13
Sen0499,Sys0246,Proximity,Houston Plant,69.44,Psi,Active,2026-02-17
Sen0500,Sys0340,Pressure,Phoenix Plant,84.83,%,Inactive,2025-10-10
