Log_ID,Timestamp,System_ID,Tag_Name,Current_Value,High_Limit,Low_Limit,Alarm_Status
Log0345,2026-05-18 20:43:20,Sys0223,Temperature,33.96,95,10,Critical
Log0346,2026-06-24 14:28:55,Sys0093,Voltage,15.07,95,10,Warning
Log0347,2026-06-25 21:59:38,Sys0199,Flow,82.13,95,10,Normal
Log0348,2026-05-17 05:49:12,Sys0134,Voltage,17.95,95,10,Warning
Log0349,2026-04-26 19:31:41,Sys0350,Current,83.42,95,10,Warning
Log0350,2026-04-21 03:24:41,Sys0413,Temperature,34.63,95,10,Critical
Log0351,2026-05-03 12:01:53,Sys0052,Flow,86.25,95,10,Normal
Log0352,2026-04-30 04:12:18,Sys0083,Speed,12.87,95,10,Critical
Log0353,2026-06-08 11:34:14,Sys0197,Flow,45.47,95,10,Warning
Log0354,2026-06-10 12:46:26,Sys0335,Flow,40.17,95,10,Normal
Log0355,2026-04-22 15:35:35,Sys0156,Voltage,25.86,95,10,Critical
Log0356,2026-05-29 19:14:24,Sys0060,Current,80.71,95,10,Warning
Log0357,2026-06-26 23:08:32,Sys0258,Speed,78.1,95,10,Critical
Log0358,2026-06-08 11:55:40,Sys0172,Current,97.18,95,10,Normal
Log0359,2026-04-17 11:25:09,Sys0403,Pressure,98.07,95,10,Critical
Log0360,2026-04-22 11:06:41,Sys0389,Voltage,87.03,95,10,Normal
Log0361,2026-06-23 02:46:30,Sys0077,Temperature,33.71,95,10,Critical
Log0362,2026-06-14 01:36:01,Sys0303,Speed,19.76,95,10,Critical
Log0363,2026-06-28 02:55:28,Sys0373,Voltage,43.49,95,10,Warning
Log0364,2026-05-03 08:22:19,Sys0145,Temperature,12.16,95,10,Warning
Log0365,2026-06-18 01:40:52,Sys0236,Speed,5.01,95,10,Critical
Log0366,2026-05-26 08:35:05,Sys0352,Speed,25.23,95,10,Warning
Log0367,2026-06-24 06:55:03,Sys0346,Speed,76.68,95,10,Normal
Log0368,2026-06-06 00:44:06,Sys0278,Speed,17.87,95,10,Warning
Log0369,2026-05-26 09:59:11,Sys0214,Temperature,44.68,95,10,Warning
Log0370,2026-06-17 06:57:01,Sys0326,Temperature,59.58,95,10,Warning
Log0371,2026-07-06 23:09:15,Sys0375,Temperature,53.13,95,10,Warning
Log0372,2026-06-09 05:25:57,Sys0128,Pressure,8.4,95,10,Normal
Log0373,2026-06-23 12:03:23,Sys0065,Flow,14.46,95,10,Warning
Log0374,2026-06-07 06:47:02,Sys0221,Speed,34.54,95,10,Warning
Log0375,2026-06-26 15:15:06,Sys0353,Current,24.41,95,10,Critical
Log0376,2026-05-20 18:46:51,Sys0421,Current,56.91,95,10,Normal
Log0377,2026-06-07 19:40:34,Sys0040,Speed,37.28,95,10,Normal
Log0378,2026-07-12 13:10:25,Sys0312,Flow,63.78,95,10,Normal
Log0379,2026-06-12 04:59:48,Sys0196,Current,98.03,95,10,Normal
Log0380,2026-06-01 15:56:40,Sys0173,Flow,74.93,95,10,Warning
Log0381,2026-06-22 05:50:36,Sys0206,Temperature,18.39,95,10,Critical
Log0382,2026-05-11 11:20:47,Sys0132,Flow,65.29,95,10,Normal
Log0383,2026-06-14 22:56:41,Sys0429,Voltage,96.52,95,10,Normal
Log0384,2026-05-01 13:25:20,Sys0293,Speed,99.49,95,10,Critical
Log0385,2026-04-23 10:36:47,Sys0264,Current,85.42,95,10,Normal
Log0386,2026-05-07 06:46:10,Sys0356,Temperature,37.42,95,10,Warning
Log0387,2026-05-14 16:20:02,Sys0111,Voltage,27.48,95,10,Critical
Log0388,2026-06-24 13:27:04,Sys0399,Pressure,27.69,95,10,Critical
Log0389,2026-07-05 19:55:50,Sys0024,Current,39.87,95,10,Normal
Log0390,2026-06-17 15:31:49,Sys0348,Speed,27.27,95,10,Warning
Log0391,2026-06-21 22:12:36,Sys0107,Temperature,78.21,95,10,Critical
Log0392,2026-05-30 17:15:43,Sys0067,Speed,26.71,95,10,Critical
Log0393,2026-05-20 06:08:32,Sys0405,Flow,31.82,95,10,Normal
Log0394,2026-05-13 04:55:08,Sys0116,Temperature,70.9,95,10,Normal
Log0395,2026-06-13 02:24:30,Sys0033,Current,28.78,95,10,Critical
Log0396,2026-06-04 01:16:49,Sys0312,Voltage,58.79,95,10,Critical
Log0397,2026-05-02 03:42:46,Sys0305,Speed,54.15,95,10,Warning
Log0398,2026-04-27 06:22:22,Sys0477,Current,1.26,95,10,Warning
Log0399,2026-06-21 03:10:47,Sys0164,Speed,82.26,95,10,Normal
Log0400,2026-06-26 01:13:25,Sys0237,Flow,49.9,95,10,Critical
Log0401,2026-04-24 10:50:15,Sys0358,Pressure,67.3,95,10,Warning
Log0402,2026-05-06 01:32:53,Sys0207,Temperature,66.07,95,10,Critical
Log0403,2026-05-06 20:15:42,Sys0496,Temperature,63.14,95,10,Critical
Log0404,2026-05-05 02:05:04,Sys0177,Temperature,20.76,95,10,Critical
Log0405,2026-05-08 14:27:03,Sys0190,Speed,29.18,95,10,Warning
Log0406,2026-05-06 21:22:18,Sys0232,Flow,46.74,95,10,Normal
Log0407,2026-06-24 05:09:54,Sys0320,Current,16.67,95,10,Warning
Log0408,2026-05-09 07:59:23,Sys0290,Voltage,41.54,95,10,Normal
Log0409,2026-06-24 12:45:01,Sys0385,Speed,55.64,95,10,Warning
Log0410,2026-06-22 20:51:54,Sys0121,Voltage,92.12,95,10,Normal
Log0411,2026-05-23 00:21:26,Sys0194,Current,94.88,95,10,Normal
Log0412,2026-05-22 15:52:38,Sys0050,Voltage,21.83,95,10,Normal
Log0413,2026-05-05 13:40:53,Sys0293,Speed,17.86,95,10,Normal
Log0414,2026-05-25 02:43:00,Sys0393,Flow,97.89,95,10,Critical
Log0415,2026-07-09 04:27:54,Sys0210,Speed,75.13,95,10,Warning
Log0416,2026-06-13 12:54:29,Sys0462,Current,27.89,95,10,Warning
Log0417,2026-07-07 19:20:17,Sys0323,Temperature,66.42,95,10,Critical
Log0418,2026-04-29 13:32:13,Sys0492,Flow,76.18,95,10,Warning
Log0419,2026-05-10 08:36:46,Sys0258,Current,53.25,95,10,Normal
Log0420,2026-06-21 10:34:37,Sys0440,Voltage,49.48,95,10,Warning
Log0421,2026-05-12 00:31:58,Sys0147,Voltage,15.7,95,10,Normal
Log0422,2026-06-29 20:03:56,Sys0205,Speed,0.33,95,10,Warning
Log0423,2026-05-04 14:46:35,Sys0391,Voltage,65.62,95,10,Critical
Log0424,2026-06-09 01:51:01,Sys0465,Temperature,38.34,95,10,Critical
Log0425,2026-04-29 09:30:22,Sys0215,Voltage,41.03,95,10,Critical
Log0426,2026-05-10 17:11:47,Sys0015,Current,22.42,95,10,Critical
Log0427,2026-05-02 02:01:53,Sys0318,Current,99.89,95,10,Critical
Log0428,2026-06-25 21:35:32,Sys0293,Flow,40.88,95,10,Normal
Log0429,2026-06-07 22:18:11,Sys0167,Current,24.99,95,10,Critical
Log0430,2026-06-08 12:07:44,Sys0321,Voltage,68.44,95,10,Warning
Log0431,2026-05-01 12:26:50,Sys0012,Flow,60.13,95,10,Critical
Log0432,2026-06-30 01:59:25,Sys0200,Current,51.13,95,10,Normal
Log0433,2026-06-06 18:36:34,Sys0436,Pressure,45.78,95,10,Critical
Log0434,2026-06-16 17:42:01,Sys0448,Pressure,17.52,95,10,Critical
Log0435,2026-07-01 21:49:31,Sys0472,Pressure,32.27,95,10,Warning
Log0436,2026-07-06 20:30:52,Sys0034,Temperature,20.7,95,10,Warning
Log0437,2026-05-22 22:45:40,Sys0236,Pressure,68.37,95,10,Warning
Log0438,2026-06-13 12:11:50,Sys0124,Pressure,97.28,95,10,Critical
Log0439,2026-06-25 18:41:41,Sys0329,Temperature,80.37,95,10,Warning
Log0440,2026-06-03 18:57:08,Sys0447,Pressure,24.49,95,10,Critical
Log0441,2026-05-17 14:26:55,Sys0493,Temperature,0.69,95,10,Normal
Log0442,2026-05-28 01:38:40,Sys0350,Flow,40.63,95,10,Critical
Log0443,2026-06-22 01:19:44,Sys0241,Voltage,7.04,95,10,Warning
Log0444,2026-05-05 15:38:35,Sys0491,Speed,88.34,95,10,Critical
Log0445,2026-05-24 00:22:35,Sys0062,Flow,77.66,95,10,Critical
Log0446,2026-07-13 01:54:31,Sys0274,Flow,2.37,95,10,Warning
Log0447,2026-05-27 01:53:23,Sys0424,Flow,5.98,95,10,Warning
Log0448,2026-05-24 22:58:23,Sys0425,Flow,76.88,95,10,Warning
Log0449,2026-05-03 15:54:21,Sys0205,Flow,92.74,95,10,Critical
Log0450,2026-07-01 14:08:09,Sys0333,Voltage,42.86,95,10,Normal
Log0451,2026-06-28 08:54:02,Sys0054,Pressure,84.71,95,10,Critical
Log0452,2026-06-08 23:34:39,Sys0386,Temperature,72.2,95,10,Warning
Log0453,2026-04-17 01:17:50,Sys0212,Flow,33.98,95,10,Normal
Log0454,2026-05-27 10:05:14,Sys0408,Voltage,21.01,95,10,Normal
Log0455,2026-07-02 03:17:23,Sys0169,Flow,69.37,95,10,Warning
Log0456,2026-05-24 14:16:44,Sys0461,Flow,49.16,95,10,Normal
Log0457,2026-06-28 17:02:50,Sys0388,Speed,34.24,95,10,Critical
Log0458,2026-06-07 07:24:49,Sys0228,Speed,78.74,95,10,Critical
Log0459,2026-06-27 18:12:26,Sys0133,Current,27.53,95,10,Normal
Log0460,2026-06-19 02:59:33,Sys0390,Pressure,14.8,95,10,Warning
Log0461,2026-07-13 00:54:37,Sys0014,Pressure,88.02,95,10,Critical
Log0462,2026-06-12 20:30:24,Sys0186,Flow,29.12,95,10,Critical
Log0463,2026-06-21 22:58:17,Sys0082,Current,63.39,95,10,Warning
Log0464,2026-06-01 22:02:53,Sys0366,Voltage,67.33,95,10,Normal
Log0465,2026-04-18 21:57:35,Sys0381,Flow,12.86,95,10,Critical
Log0466,2026-05-17 05:15:12,Sys0150,Voltage,25.73,95,10,Normal
Log0467,2026-06-02 13:08:48,Sys0015,Pressure,58.32,95,10,Normal
Log0468,2026-05-18 08:26:23,Sys0300,Temperature,25.94,95,10,Critical
Log0469,2026-06-30 15:24:51,Sys0261,Flow,87.02,95,10,Critical
Log0470,2026-06-02 21:27:46,Sys0208,Voltage,61.85,95,10,Normal
Log0471,2026-05-03 18:53:21,Sys0498,Speed,64.39,95,10,Critical
Log0472,2026-05-25 22:11:33,Sys0437,Current,31.43,95,10,Warning
Log0473,2026-06-03 03:24:35,Sys0194,Voltage,64.84,95,10,Critical
Log0474,2026-05-19 15:33:05,Sys0247,Pressure,48.4,95,10,Warning
Log0475,2026-06-11 05:11:45,Sys0008,Flow,94.69,95,10,Warning
Log0476,2026-07-02 12:45:59,Sys0116,Speed,20.64,95,10,Normal
Log0477,2026-05-30 05:57:46,Sys0143,Current,77.8,95,10,Normal
Log0478,2026-04-25 21:03:06,Sys0333,Pressure,35.65,95,10,Warning
Log0479,2026-06-18 06:03:54,Sys0292,Flow,90.63,95,10,Critical
Log0480,2026-07-05 02:39:35,Sys0434,Current,89.81,95,10,Critical
Log0481,2026-06-10 11:45:56,Sys0104,Speed,66.42,95,10,Warning
Log0482,2026-06-11 13:59:59,Sys0321,Temperature,95.2,95,10,Critical
Log0483,2026-04-16 09:47:27,Sys0035,Speed,55.33,95,10,Critical
Log0484,2026-04-29 15:50:12,Sys0434,Flow,53.77,95,10,Normal
Log0485,2026-05-24 21:42:04,Sys0497,Temperature,44.66,95,10,Critical
Log0486,2026-04-30 08:56:32,Sys0127,Pressure,25.61,95,10,Critical
Log0487,2026-04-30 03:33:57,Sys0094,Flow,93.63,95,10,Normal
Log0488,2026-05-31 03:02:13,Sys0117,Flow,71.74,95,10,Normal
Log0489,2026-07-10 17:14:09,Sys0021,Current,26.58,95,10,Warning
Log0490,2026-06-21 20:30:21,Sys0047,Flow,19.0,95,10,Normal
Log0491,2026-04-20 01:55:24,Sys0464,Pressure,52.26,95,10,Normal
Log0492,2026-04-24 23:02:40,Sys0107,Pressure,24.39,95,10,Critical
Log0493,2026-06-06 18:46:44,Sys0245,Voltage,9.83,95,10,Normal
Log0494,2026-05-15 19:29:05,Sys0164,Flow,7.31,95,10,Warning
Log0495,2026-05-12 17:45:26,Sys0060,Voltage,8.34,95,10,Normal
Log0496,2026-06-02 03:48:12,Sys0052,Current,58.94,95,10,Critical
Log0497,2026-07-04 23:39:37,Sys0250,Speed,56.93,95,10,Critical
Log0498,2026-06-01 00:42:36,Sys0221,Temperature,72.0,95,10,Warning
Log0499,2026-04-25 03:59:00,Sys0399,Flow,19.48,95,10,Critical
Log0500,2026-04-30 18:39:45,Sys0315,Voltage,99.22,95,10,Warning
